# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	32393	32782	+	NNDDNG_00145	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	RefSeq:WP_002261947.1, SO:0001217, UniParc:UPI00000E2F33, UniRef:UniRef100_A0A2J9QEY9, UniRef:UniRef50_I7J8X3, UniRef:UniRef90_A0A2J9QEY9
contig_1	cds	32869	33246	+	NNDDNG_00150		hypothetical protein	RefSeq:WP_002299638.1, SO:0001217, UniParc:UPI0002B5238C, UniRef:UniRef100_UPI0002B5238C, UniRef:UniRef50_J3AIW8, UniRef:UniRef90_A0A2J9QF05
contig_1	cds	33280	33687	+	NNDDNG_00155	fadM	Acyl-CoA thioesterase FadM	COG:COG0824, COG:I, RefSeq:WP_002264782.1, SO:0001217, UniParc:UPI00000E2F35, UniRef:UniRef100_A0A2J9QEY6, UniRef:UniRef50_S1QYH6, UniRef:UniRef90_A0A2J9QEY6
contig_1	cds	33777	34610	+	NNDDNG_00160	ybjT	DUF2867 domain-containing protein	COG:COG0702, COG:R, SO:0001217, UniRef:UniRef50_A0A448HE95, UniRef:UniRef90_Q8DUU7
contig_1	cds	34644	34862	+	NNDDNG_00165		DUF4649 domain-containing protein	RefSeq:WP_002261951.1, SO:0001217, UniParc:UPI00000E2F37, UniRef:UniRef100_A0A2J9QFP7, UniRef:UniRef50_K8N508, UniRef:UniRef90_A0A2J9QFP7
contig_1	cds	35443	35805	-	NNDDNG_00170		putative thioesterase	COG:COG5496, COG:R, EC:3.1.2.29, KEGG:K18700, RefSeq:WP_002271134.1, SO:0001217, UniParc:UPI000264EE13, UniRef:UniRef100_UPI000264EE13, UniRef:UniRef50_J3F9A6, UniRef:UniRef90_A0A1L7LK72
contig_1	cds	35899	36234	+	NNDDNG_00175		hypothetical protein	
contig_1	cds	36288	37598	+	NNDDNG_00180	obgE	GTPase ObgE	COG:COG0536, COG:DL, EC:3.6.5.-, GO:0000287, GO:0003924, GO:0005525, GO:0005737, GO:0042254, KEGG:K03979, SO:0001217, UniRef:UniRef50_P20964, UniRef:UniRef90_Q8DUU2
contig_1	cds	37900	38082	+	NNDDNG_00185		Extracellular protein	RefSeq:WP_002265560.1, SO:0001217, UniParc:UPI000268A955, UniRef:UniRef100_UPI000268A955, UniRef:UniRef50_G5JTP3, UniRef:UniRef90_Q8DUU1
contig_1	cds	38119	39624	-	NNDDNG_00190	uup	ATPase components of ABC transporters with duplicated ATPase domains	COG:COG0488, COG:R, SO:0001217, UniRef:UniRef50_E0PEI7, UniRef:UniRef90_Q8DUU0
contig_1	cds	40281	41021	-	NNDDNG_00195	glnQ	ABC-type polar amino acid transport system, ATPase component	COG:COG1126, COG:E, RefSeq:WP_002264169.1, SO:0001217, UniParc:UPI0001B05898, UniRef:UniRef100_A0A2J9QEZ5, UniRef:UniRef50_A0A077JMQ9, UniRef:UniRef90_Q8DUT8
contig_1	cds	41021	43207	-	NNDDNG_00200	hisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	COG:COG0834, COG:ET, SO:0001217, UniRef:UniRef50_F0FCU8, UniRef:UniRef90_Q8DUT7
contig_1	cds	43398	44315	+	NNDDNG_00205		CAAX amino terminal protease	RefSeq:WP_128852843.1, SO:0001217, UniParc:UPI000B74DBAE, UniRef:UniRef100_UPI000B74DBAE, UniRef:UniRef50_A0A1G6C979, UniRef:UniRef90_A0A829BJZ6
contig_1	cds	44523	46514	+	NNDDNG_00210	uvrB	excinuclease ABC subunit UvrB	COG:COG0556, COG:L, GO:0006289, GO:0009380, GO:0009381, KEGG:K03702, SO:0001217, UniRef:UniRef50_A5CRU3, UniRef:UniRef90_A0A7X9LF05
contig_1	cds	47484	48368	+	NNDDNG_00215	hipB	Transcriptional regulator, contains XRE-family HTH domain	COG:COG1396, COG:K, SO:0001217, UniRef:UniRef50_Q8DUT3, UniRef:UniRef90_Q8DUT3
contig_1	cds	48426	48890	+	NNDDNG_00220	yjhB	ADP-ribose pyrophosphatase YjhB, NUDIX family	COG:COG1051, COG:F, RefSeq:WP_002292419.1, SO:0001217, UniParc:UPI0002B5D7F8, UniRef:UniRef100_UPI0002B5D7F8, UniRef:UniRef50_G6A286, UniRef:UniRef90_A0A2J9QEW8
contig_1	cds	48998	49813	+	NNDDNG_00225	hisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	COG:COG0834, COG:ET, RefSeq:WP_002265552.1, SO:0001217, UniParc:UPI0001B05892, UniRef:UniRef100_UPI0001B05892, UniRef:UniRef50_A0A0Z8BS89, UniRef:UniRef90_Q8DUT1
contig_1	cds	50029	51150	+	NNDDNG_00230	aspB	aminotransferase	COG:COG0436, COG:E, GO:0003824, GO:0009058, GO:0030170, SO:0001217, UniRef:UniRef50_A0A385XN22, UniRef:UniRef90_Q8DUT0
contig_1	cds	51198	52013	+	NNDDNG_00235	hisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	COG:COG0834, COG:ET, RefSeq:WP_002261968.1, SO:0001217, UniParc:UPI00000E2F48, UniRef:UniRef100_A0A2J9QEW1, UniRef:UniRef50_A0A0A1DW34, UniRef:UniRef90_A0A2J9QEW1
contig_1	cds	52250	52426	+	NNDDNG_00240	rpsU	30S ribosomal protein S21	COG:COG0828, COG:J, GO:0000314, GO:0003735, GO:0005840, GO:0006412, GO:0022627, GO:1990904, RefSeq:WP_000048058.1, SO:0001217, UniParc:UPI000000AF91, UniRef:UniRef100_Q3K081, UniRef:UniRef50_A5VJG8, UniRef:UniRef90_Q3K081
contig_1	cds	52585	52968	-	NNDDNG_00245	mscL	large conductance mechanosensitive channel protein MscL	COG:COG1970, COG:M, GO:0006810, GO:0008381, RefSeq:WP_002264163.1, SO:0001217, UniParc:UPI0001B05890, UniRef:UniRef100_UPI0001B05890, UniRef:UniRef50_A0A077KFB4, UniRef:UniRef90_Q8DUS8
contig_1	cds	53128	54648	+	NNDDNG_00250	hlyD	HlyD family secretion protein	SO:0001217, UniRef:UniRef50_A0A2X3XZL2, UniRef:UniRef90_Q8DUS7
contig_1	cds	55236	56579	+	NNDDNG_00255		DNA primase	SO:0001217, UniRef:UniRef50_A0A829BM30, UniRef:UniRef90_A0A829BM30
contig_1	cds	56587	57702	+	NNDDNG_00260	rpoD	RNA polymerase sigma factor RpoD	COG:COG0568, COG:K, GO:0003677, GO:0005737, GO:0006352, GO:0006355, GO:0016987, RefSeq:WP_002261972.1, SO:0001217, UniParc:UPI000013483F, UniRef:UniRef100_O33662, UniRef:UniRef50_P0A0J0, UniRef:UniRef90_O33662
contig_1	cds	57715	58050	+	NNDDNG_00265	paaD	Metal-sulfur cluster biosynthetic enzyme	COG:COG2151, COG:O, RefSeq:WP_002261973.1, SO:0001217, UniParc:UPI00000DCDF6, UniRef:UniRef100_O33663, UniRef:UniRef50_A0A8D6U3X0, UniRef:UniRef90_G5JZ75
contig_1	cds	58367	59221	+	NNDDNG_00270	rfbD	dTDP-4-dehydrorhamnose reductase	COG:COG1091, COG:M, EC:1.1.1.133, GO:0008831, GO:0009243, GO:0019305, KEGG:K00067, RefSeq:WP_002261974.1, SO:0001217, UniParc:UPI00000E2F4C, UniRef:UniRef100_Q8DUS5, UniRef:UniRef50_Q9AH81, UniRef:UniRef90_O33664
contig_1	cds	59328	60482	+	NNDDNG_00275	rfaB	Glycosyltransferase involved in cell wall bisynthesis	COG:COG0438, COG:M, EC:2.4.1.-, KEGG:K12996, SO:0001217, UniRef:UniRef50_I7LS87, UniRef:UniRef90_Q840W5
contig_1	cds	60472	61407	+	NNDDNG_00280	wcaA	Glycosyltransferase involved in cell wall bisynthesis	COG:COG0463, COG:M, EC:2.4.1.-, KEGG:K12997, RefSeq:WP_002312608.1, SO:0001217, UniParc:UPI0002BFE01E, UniRef:UniRef100_UPI0002BFE01E, UniRef:UniRef50_A0A380JUM9, UniRef:UniRef90_O82874
contig_1	cds	61407	62216	+	NNDDNG_00285	tagG	ABC-type polysaccharide/teichoic acid/polyol phosphate export permease	COG:COG1682, COG:G, RefSeq:WP_002261977.1, SO:0001217, UniParc:UPI00000DC9EB, UniRef:UniRef100_O82875, UniRef:UniRef50_A0A6A0B7W2, UniRef:UniRef90_O82875
contig_1	cds	62216	63433	+	NNDDNG_00290	tagH	ABC-type polysaccharide/polyol phosphate transport system, ATPase component	COG:COG1134, COG:G, RefSeq:WP_002261978.1, SO:0001217, UniParc:UPI00000DC6BE, UniRef:UniRef100_O82876, UniRef:UniRef50_R3U2B8, UniRef:UniRef90_O82876
contig_1	cds	63456	64853	+	NNDDNG_00295	wcaA	Glycosyltransferase involved in cell wall bisynthesis	COG:COG0463, COG:M, EC:2.4.1.-, KEGG:K12998, RefSeq:WP_002267248.1, SO:0001217, UniParc:UPI00000BAC49, UniRef:UniRef100_O82877, UniRef:UniRef50_A0A0F2CIK6, UniRef:UniRef90_O82877
contig_1	cds	64850	66601	+	NNDDNG_00300	rgpF	Lipopolysaccharide biosynthesis protein	COG:COG3754, COG:M, SO:0001217, UniRef:UniRef50_F5X1R8, UniRef:UniRef90_Q840W3
contig_1	cds	66598	69138	+	NNDDNG_00305	mdoB	Phosphoglycerol transferase MdoB/OpgB, AlkP superfamily	COG:COG1368, COG:M, SO:0001217, UniRef:UniRef50_A2V8B4, UniRef:UniRef90_Q8DUS0
contig_1	cds	69202	70491	+	NNDDNG_00310		Serotype determinant, transmembrane protein	SO:0001217, UniRef:UniRef50_A0A1L7LKD0, UniRef:UniRef90_A0A1L7LKD0
contig_1	cds	70508	71434	+	NNDDNG_00315	wcaA	Glycosyltransferase involved in cell wall bisynthesis	COG:COG0463, COG:M, EC:2.4.1.-, KEGG:K12999, RefSeq:WP_002261983.1, SO:0001217, UniParc:UPI00000E2F52, UniRef:UniRef100_I6L8M3, UniRef:UniRef50_A0A3S4I5T5, UniRef:UniRef90_Q8KZ90
contig_1	cds	71566	72504	+	NNDDNG_00320	bcsA	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	COG:COG1215, COG:N, EC:2.4.1.-, KEGG:K23684, RefSeq:WP_002261984.1, SO:0001217, UniParc:UPI00000DCB0A, UniRef:UniRef100_Q8KZ89, UniRef:UniRef50_A0A5K1JA64, UniRef:UniRef90_Q8KZ89
contig_1	cds	72638	74449	+	NNDDNG_00325		Glucosyltransferase	SO:0001217, UniRef:UniRef50_Q8DUR8, UniRef:UniRef90_Q8DUR8
contig_1	cds	74655	76289	+	NNDDNG_00330		Surface antigen	COG:COG3942, COG:M, SO:0001217, UniRef:UniRef50_Q8DUR7, UniRef:UniRef90_Q8DUR7
contig_1	cds	76408	77250	+	NNDDNG_00335	aRA1	Aldo/keto reductase, related to diketogulonate reductase	COG:COG0656, COG:Q, SO:0001217, UniRef:UniRef50_E4KMM9, UniRef:UniRef90_Q8DUR6
contig_1	cds	77383	78735	+	NNDDNG_00340	gorA	glutathione-disulfide reductase	COG:C, COG:COG1249, EC:1.8.1.7, GO:0004362, GO:0006749, GO:0045454, GO:0050660, GO:0050661, SO:0001217, UniRef:UniRef50_P43783, UniRef:UniRef90_Q8DUR5
contig_1	cds	78755	80011	-	NNDDNG_00345	folC	Folylpolyglutamate synthase/Dihydropteroate synthase	COG:COG0285, COG:H, SO:0001217, UniRef:UniRef50_Q1J7A8, UniRef:UniRef90_Q8DUR4
contig_1	cds	80351	80797	-	NNDDNG_00350		Histone acetyltransferase Gcn5	RefSeq:WP_002261990.1, SO:0001217, UniParc:UPI00000E2F58, UniRef:UniRef100_Q8DUR3, UniRef:UniRef50_Q8DUR3, UniRef:UniRef90_Q8DUR3
contig_1	cds	80921	82063	+	NNDDNG_00355	nifS	Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family	COG:COG1104, COG:E, EC:2.8.1.7, KEGG:K04487, SO:0001217, UniRef:UniRef50_P31672, UniRef:UniRef90_A0A1L7LK47
contig_1	cds	82178	83395	+	NNDDNG_00360	thiI	putative tRNA sulfurtransferase	COG:COG0301, COG:HJ, EC:2.8.1.4, GO:0000049, GO:0004810, GO:0005524, GO:0005737, GO:0009228, GO:0009229, GO:0034227, GO:0140741, RefSeq:WP_088723770.1, SO:0001217, UniParc:UPI000B53C1D1, UniRef:UniRef100_UPI000B53C1D1, UniRef:UniRef50_Q8Y6U0, UniRef:UniRef90_Q8DUR1
contig_1	cds	83533	84714	+	NNDDNG_00365	capA	Poly-gamma-glutamate biosynthesis protein CapA/YwtB (capsule formation), metallophosphatase superfamily	COG:COG2843, COG:M, RefSeq:WP_002351579.1, SO:0001217, UniParc:UPI0002B59074, UniRef:UniRef100_UPI0002B59074, UniRef:UniRef50_A0A139QPM0, UniRef:UniRef90_Q8DUR0
contig_1	cds	84745	85278	+	NNDDNG_00370		N-acetyltransferase domain-containing protein	RefSeq:WP_019312787.1, SO:0001217, UniParc:UPI0002E21E68, UniRef:UniRef100_UPI0002E21E68, UniRef:UniRef50_Q8DUQ9, UniRef:UniRef90_Q8DUQ9
contig_1	cds	85303	85890	+	NNDDNG_00375		Uncharacterized membrane protein	COG:COG3548, COG:S, RefSeq:WP_002264144.1, SO:0001217, UniParc:UPI0001B05843, UniRef:UniRef100_A0A2J9QET6, UniRef:UniRef50_Q8DUQ8, UniRef:UniRef90_Q8DUQ8
contig_1	ncRNA-region	85954	86029	+			Ribosomal protein L21 leader	RFAM:RF00559, SO:0000140
contig_1	cds	86064	86378	+	NNDDNG_00380	rplU	50S ribosomal protein L21	COG:COG0261, COG:J, GO:0000311, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_002261996.1, SO:0001217, UniParc:UPI00000E2F5F, UniRef:UniRef100_Q8DUQ6, UniRef:UniRef50_Q5M159, UniRef:UniRef90_Q8DUQ6
contig_1	cds	86390	86725	+	NNDDNG_00385		Ribosomal-processing cysteine protease Prp	RefSeq:WP_002261997.1, SO:0001217, UniParc:UPI00000E2F60, UniRef:UniRef100_A0A2J9QEU7, UniRef:UniRef50_A0A2J9QEU7, UniRef:UniRef90_A0A2J9QEU7
contig_1	cds	86747	87040	+	NNDDNG_00390	rpmA	50S ribosomal protein L27	COG:COG0211, COG:J, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:1990904, RefSeq:WP_002261998.1, SO:0001217, UniParc:UPI00000E2F61, UniRef:UniRef100_Q8DUQ4, UniRef:UniRef50_P05657, UniRef:UniRef90_P66137
contig_1	cds	87354	88049	+	NNDDNG_00395	rimL	Protein N-acetyltransferase, RimJ/RimL family	COG:COG1670, COG:JO, RefSeq:WP_019313946.1, SO:0001217, UniParc:UPI0002DC1E91, UniRef:UniRef100_UPI0002DC1E91, UniRef:UniRef50_Q8E7A8, UniRef:UniRef90_A0A2J9QEV1
contig_1	cds	88050	88541	+	NNDDNG_00400	nPY1	NADH pyrophosphatase NudC, Nudix superfamily	COG:COG2816, COG:F, RefSeq:WP_002262000.1, SO:0001217, UniParc:UPI00000E2F63, UniRef:UniRef100_Q8DUQ2, UniRef:UniRef50_A0A2X3W4T8, UniRef:UniRef90_A0A1L7LK01
contig_2	cds	118	330	+	NNDDNG_00405		Bacteriocin class II with double-glycine leader peptide	SO:0001217, UniRef:UniRef50_Q8DSA2, UniRef:UniRef90_Q8DSA2
contig_2	cds	494	682	+	NNDDNG_00410		Bacteriocin secretion protein	RefSeq:WP_002270918.1, SO:0001217, UniParc:UPI0001B05420, UniRef:UniRef100_A0A829BUN2, UniRef:UniRef50_Q8DSA3, UniRef:UniRef90_Q8DSA3
contig_2	cds	1168	2196	+	NNDDNG_00415		Bacteriocin transport accessory protein	SO:0001217, UniRef:UniRef50_Q8DSA4
contig_2	cds	2981	3181	+	NNDDNG_00420		hypothetical protein	RefSeq:WP_002271336.1, SO:0001217, UniParc:UPI0002B5818D, UniRef:UniRef100_UPI0002B5818D, UniRef:UniRef50_A0A1L7LH49, UniRef:UniRef90_UPI0018AC5FE1
contig_2	cds	3269	3478	+	NNDDNG_00425		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_J3A5M9, UniRef:UniRef90_UPI001E304329
contig_2	cds	4101	4376	+	NNDDNG_00430		Bacteriocin class II with double-glycine leader peptide	SO:0001217, UniRef:UniRef50_G5JUV8
contig_2	cds	4408	4677	+	NNDDNG_00435		bacteriocin	SO:0001217, UniRef:UniRef50_G5JUV8, UniRef:UniRef90_UPI0004649C01
contig_2	cds	5243	6517	-	NNDDNG_00440	serS	serine--tRNA ligase	COG:COG0172, COG:J, EC:6.1.1.11, GO:0004828, GO:0005524, GO:0005737, GO:0006434, GO:0016260, GO:0016740, SO:0001217, UniRef:UniRef50_Q8DSB7, UniRef:UniRef90_Q8DSB7
contig_2	cds	7041	8114	+	NNDDNG_00445	wecH	Surface polysaccharide O-acyltransferase WecH	COG:COG3274, COG:M, SO:0001217, UniRef:UniRef50_Q8DSB8, UniRef:UniRef90_Q8DSB8
contig_2	cds	8351	8719	-	NNDDNG_00450	manO	Mannose operon ManO protein	COG:COG4687, COG:S, SO:0001217, UniRef:UniRef50_Q9S4L2, UniRef:UniRef90_A0A829BGQ6
contig_2	cds	9058	9984	-	NNDDNG_00455	manZ	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IID component	COG:COG3716, COG:G, RefSeq:WP_002265465.1, SO:0001217, UniParc:UPI0001B05460, UniRef:UniRef100_A0A1L7LHQ8, UniRef:UniRef50_A0A081Q4C1, UniRef:UniRef90_Q8DSC2
contig_2	cds	9999	10817	-	NNDDNG_00460	manY	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific IIC component	COG:COG3715, COG:G, RefSeq:WP_002263354.1, SO:0001217, UniParc:UPI00000E329E, UniRef:UniRef100_A0A2J9QCH1, UniRef:UniRef50_A0A158SMB5, UniRef:UniRef90_A0A1L7LH58
contig_2	cds	10852	11844	-	NNDDNG_00465		PTS system mannose-specific EIIAB component	RefSeq:WP_002265466.1, SO:0001217, UniParc:UPI0001B05461, UniRef:UniRef100_A0A2J9QCH7, UniRef:UniRef50_Q5XAF5, UniRef:UniRef90_Q8DSC4
