# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_5	cds	4775	5662	+	FGANDE_00055	hflC	Regulator of protease activity HflC, stomatin/prohibitin superfamily	COG:COG0330, COG:O, RefSeq:WP_002262758.1, SO:0001217, UniParc:UPI00000E2D7B, UniRef:UniRef100_A0A2J9QGF8, UniRef:UniRef50_A0A0E2UGJ8, UniRef:UniRef90_A0A829BK20
contig_7	cds	414	1568	+	FGANDE_00060	ltrA	Low temperature requirement protein LtrA (function unknown)	COG:COG4292, COG:S, RefSeq:WP_002277709.1, SO:0001217, UniParc:UPI0002B5F7F7, UniRef:UniRef100_A0A829BNA6, UniRef:UniRef50_A0A060RHB2, UniRef:UniRef90_A0A829BNA6
contig_7	cds	1612	2307	-	FGANDE_00065	yigB	YjjG family noncanonical pyrimidine nucleotidase	COG:COG1011, COG:H, GO:0008253, SO:0001217, UniRef:UniRef50_Q8DPQ3, UniRef:UniRef90_Q8DTT1
contig_8	cds	12	5447	-	FGANDE_00070		hypothetical protein	PFAM:PF00550.29, PFAM:PF13193.10
contig_9	cds	118	270	+	FGANDE_00075		hypothetical protein	
contig_10	cds	76	456	+	FGANDE_00080		PrfC_2 protein	SO:0001217, UniRef:UniRef50_A0A0D1JF13
contig_11	cds	287	1906	+	FGANDE_00085	uup	ATPase components of ABC transporters with duplicated ATPase domains	COG:COG0488, COG:R, SO:0001217, UniRef:UniRef50_O31716, UniRef:UniRef90_Q8DRR0
contig_12	cds	100	1035	-	FGANDE_00090	cDA1	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family	COG:COG0726, COG:GM, RefSeq:WP_002278209.1, SO:0001217, UniParc:UPI0002B5EEFA, UniRef:UniRef100_UPI0002B5EEFA, UniRef:UniRef50_Q8DV82, UniRef:UniRef90_Q8DV82
contig_13	cds	140	886	+	FGANDE_00095		(pseudo) DNA gyrase C-terminal beta-propeller domain-containing protein	SO:0001217, UniRef:UniRef50_W4RPE9, UniRef:UniRef90_UPI0005170845
contig_13	cds	953	1381	+	FGANDE_00100		DNA gyrase C-terminal beta-propeller domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0024C05978
contig_13	cds	1388	2128	+	FGANDE_00105	srtA	Sortase (surface protein transpeptidase)	COG:COG3764, COG:M, RefSeq:WP_002268046.1, SO:0001217, UniParc:UPI0002B5039C, UniRef:UniRef100_A0A0F7J2I8, UniRef:UniRef50_Q8E5N2, UniRef:UniRef90_Q8CM62
contig_14	cds	28	798	+	FGANDE_00110	proC	pyrroline-5-carboxylate reductase	COG:COG0345, COG:E, EC:1.5.1.2, GO:0004735, GO:0006561, RefSeq:WP_002263447.1, SO:0001217, UniParc:UPI00000E32DC, UniRef:UniRef100_A0A2J9QCB0, UniRef:UniRef50_A0A0V8DBT4, UniRef:UniRef90_A0A2J9QCB0
contig_14	cds	883	1545	-	FGANDE_00115		Protease	RefSeq:WP_002301024.1, SO:0001217, UniParc:UPI0002B5D04E, UniRef:UniRef100_UPI0002B5D04E, UniRef:UniRef50_Q8DS60, UniRef:UniRef90_Q8DS60
contig_14	cds	1598	2038	-	FGANDE_00120		CAAX protease	RefSeq:WP_002263445.1, SO:0001217, UniParc:UPI00000E32DE, UniRef:UniRef100_A0A2J9QD45, UniRef:UniRef50_A0A1L7LH33, UniRef:UniRef90_A0A2J9QD45
contig_14	cds	2007	2252	-	FGANDE_00125	xRE	DNA-binding transcriptional regulator, XRE-family HTH domain	COG:COG1476, COG:K, RefSeq:WP_002263444.1, SO:0001217, UniParc:UPI00000E32DF, UniRef:UniRef100_A0A2J9QD44, UniRef:UniRef50_A0A2J9QD44, UniRef:UniRef90_A0A2J9QD44
contig_15	cds	22	522	-	FGANDE_00130	coaD	pantetheine-phosphate adenylyltransferase	COG:COG0669, COG:H, EC:2.7.7.3, GO:0004595, GO:0005524, GO:0005737, GO:0015937, RefSeq:WP_002264419.1, SO:0001217, UniParc:UPI000268A66C, UniRef:UniRef100_A0A829BJT8, UniRef:UniRef50_Q8DVH2, UniRef:UniRef90_Q8DVH2
contig_15	cds	512	1060	-	FGANDE_00135	rsmD	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	COG:COG0742, COG:J, EC:2.1.1.171, GO:0031167, GO:0052913, SO:0001217, UniRef:UniRef50_A0A9D1X2I8, UniRef:UniRef90_J3JQP9
contig_16	cds	133	2799	+	FGANDE_00140	acnA	aconitate hydratase AcnA	COG:C, COG:COG1048, EC:4.2.1.3, GO:0003729, GO:0003730, GO:0003994, GO:0006099, GO:0019679, GO:0046872, GO:0047456, GO:0047780, GO:0051539, KEGG:K01681, SO:0001217, UniRef:UniRef50_Q59938, UniRef:UniRef90_Q59938
contig_16	cds	2804	3088	+	FGANDE_00145		Citrate synthase (Si)	SO:0001217, UniRef:UniRef50_A0A139NFP8
contig_17	cds	216	908	-	FGANDE_00150	hisM	ABC-type amino acid transport system, permease component	COG:COG0765, COG:E, RefSeq:WP_002263653.1, SO:0001217, UniParc:UPI00000E2F9D, UniRef:UniRef100_Q8DUJ4, UniRef:UniRef50_T0V4A4, UniRef:UniRef90_Q8DUJ4
contig_17	cds	918	1772	-	FGANDE_00155	hisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	COG:COG0834, COG:ET, SO:0001217, UniRef:UniRef50_A0A139PGU3, UniRef:UniRef90_J3A133
contig_18	cds	264	827	-	FGANDE_00160		nucleotidyltransferase family protein	COG:COG3575, COG:S, KEGG:K09962, RefSeq:WP_002267384.1, SO:0001217, UniParc:UPI0002B56E5E, UniRef:UniRef100_UPI0002B56E5E, UniRef:UniRef50_G5JMS7, UniRef:UniRef90_UPI0002B4F9F2
contig_18	cds	827	1969	-	FGANDE_00165	tgt	tRNA guanosine(34) transglycosylase Tgt	COG:COG0343, COG:J, EC:2.4.2.29, GO:0005737, GO:0006400, GO:0008479, GO:0008616, GO:0046872, GO:0101030, RefSeq:WP_002286437.1, SO:0001217, UniParc:UPI0002B58FE8, UniRef:UniRef100_UPI0002B58FE8, UniRef:UniRef50_O32053, UniRef:UniRef90_Q8DVZ3
contig_20	cds	141	1487	-	FGANDE_00170	glnA	type I glutamate--ammonia ligase	COG:COG0174, COG:E, EC:6.3.1.2, GO:0004356, GO:0006542, KEGG:K01915, RefSeq:WP_002262485.1, SO:0001217, UniParc:UPI00000E2DD7, UniRef:UniRef100_A0A2J9QG14, UniRef:UniRef50_Q9CDL9, UniRef:UniRef90_G5JX55
contig_20	cds	1527	1871	-	FGANDE_00175	soxR	DNA-binding transcriptional regulator, MerR family	COG:COG0789, COG:K, SO:0001217, UniRef:UniRef50_J9W1C7, UniRef:UniRef90_J3AKN7
contig_23	cds	161	919	-	FGANDE_00180	phnK	ABC-type uncharacterized transport system, ATPase component	COG:COG1101, COG:R, RefSeq:WP_002270405.1, SO:0001217, UniParc:UPI0002B5BE11, UniRef:UniRef100_UPI0002B5BE11, UniRef:UniRef50_A0A0T8M4T5, UniRef:UniRef90_J3JPM0
contig_23	cds	916	1299	-	FGANDE_00185		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A7X2SST5
contig_24	cds	97	486	-	FGANDE_00190	yloU	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	COG:COG1302, COG:S, RefSeq:WP_002262661.1, SO:0001217, UniParc:UPI00000E3285, UniRef:UniRef100_A0A2J9QGS3, UniRef:UniRef50_A0A6A0B9Z5, UniRef:UniRef90_A0A1L7LHG6
contig_24	cds	529	1089	-	FGANDE_00195	efp	elongation factor P	COG:COG0231, COG:J, GO:0003746, GO:0005737, GO:0006414, KEGG:K02356, RefSeq:WP_002262662.1, SO:0001217, UniParc:UPI00000E3286, UniRef:UniRef100_Q8DSE7, UniRef:UniRef50_Q9CHN6, UniRef:UniRef90_Q8DSE7
contig_25	cds	82	3159	+	FGANDE_00200		hypothetical protein	PFAM:PF00106.29, PFAM:PF00550.29, PFAM:PF14765.10, PFAM:PF21089.1, PFAM:PF21394.1
contig_26	cds	128	1540	-	FGANDE_00205	potE	Serine transporter YbeC, amino acid:H+ symporter family	COG:COG0531, COG:E, SO:0001217, UniRef:UniRef50_A0A380JZ06, UniRef:UniRef90_Q8DWM6
contig_27	tRNA	63	145	+	FGANDE_00210	trnL	tRNA-Leu(cag)	SO:0000264
contig_27	tRNA	308	396	+	FGANDE_00215	trnS	tRNA-Ser(cga)	SO:0000269
contig_27	cds	501	905	-	FGANDE_00220		Integral membrane protein	RefSeq:WP_002262499.1, SO:0001217, UniParc:UPI0001B056C6, UniRef:UniRef100_A0A829BTT9, UniRef:UniRef50_A0A380JF36, UniRef:UniRef90_Q8DVW2
contig_27	cds	915	1790	-	FGANDE_00225	rsmA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	COG:COG0030, COG:J, EC:2.1.1.182, GO:0000179, GO:0003723, GO:0005737, GO:0052908, SO:0001217, UniRef:UniRef50_Q5XDX4, UniRef:UniRef90_P59156
contig_27	cds	1793	2341	-	FGANDE_00230		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0020252171
contig_28	cds	48	734	+	FGANDE_00235	ubiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	COG:COG2227, COG:H, SO:0001217, UniRef:UniRef50_F3PAY7, UniRef:UniRef90_Q8DSZ1
contig_28	cds	856	2025	+	FGANDE_00240	araJ	putative arabinose efflux permease AraJ, MFS family	COG:COG2814, COG:G, RefSeq:WP_002281549.1, SO:0001217, UniParc:UPI0002B5CCA1, UniRef:UniRef100_UPI0002B5CCA1, UniRef:UniRef50_P0A4K4, UniRef:UniRef90_A0A829BJR2
contig_28	cds	2220	2456	+	FGANDE_00245	secG	preprotein translocase subunit SecG	COG:COG1314, COG:U, GO:0005886, GO:0015450, GO:0043952, RefSeq:WP_002264960.1, SO:0001217, UniParc:UPI000264F153, UniRef:UniRef100_A0A2J9QD49, UniRef:UniRef50_G5K1V6, UniRef:UniRef90_G5JYI5
contig_29	cds	789	1373	-	FGANDE_00250		hypothetical protein	
contig_30	cds	67	1248	-	FGANDE_00255	aspB	Asparagine--oxo-acid transaminase	COG:COG0436, COG:E, EC:2.6.1.14, GO:0009058, GO:0030170, GO:0047297, SO:0001217, UniRef:UniRef50_Q8DTM1, UniRef:UniRef90_Q8DTM1
contig_31	cds	128	493	-	FGANDE_00260	rpsM	30S ribosomal protein S13	COG:COG0099, COG:J, GO:0000049, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022627, GO:1990904, RefSeq:WP_002262317.1, SO:0001217, UniParc:UPI00000E32F5, UniRef:UniRef100_Q8DS35, UniRef:UniRef50_P20282, UniRef:UniRef90_Q8DS35
contig_31	cds	513	629	-	FGANDE_00265	rpmJ	50S ribosomal protein L36	COG:COG0257, COG:J, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:1990904, RefSeq:WP_000868345.1, SO:0001217, UniParc:UPI000000AA9F, UniRef:UniRef100_P66306, UniRef:UniRef50_Q06FN0, UniRef:UniRef90_P0A493
contig_31	cds	655	873	-	FGANDE_00270	infA	translation initiation factor IF-1	COG:COG0361, COG:J, GO:0003743, GO:0005737, GO:0006413, GO:0019843, GO:0043022, RefSeq:WP_002262318.1, SO:0001217, UniParc:UPI00000E32F6, UniRef:UniRef100_Q8DS34, UniRef:UniRef50_Q85C77, UniRef:UniRef90_Q8DS34
contig_31	cds	992	1630	-	FGANDE_00275	adk	adenylate kinase	COG:COG0563, COG:F, EC:2.7.4.3, GO:0004017, GO:0005524, GO:0005737, GO:0016310, GO:0044209, RefSeq:WP_002270885.1, SO:0001217, UniParc:UPI0002B52603, UniRef:UniRef100_UPI0002B52603, UniRef:UniRef50_Q5XEB4, UniRef:UniRef90_Q8DS33
contig_32	cds	94	549	+	FGANDE_00280		hypothetical protein	
contig_33	cds	4	276	+	FGANDE_00285		Aminotransferase class V-fold PLP-dependent enzyme	SO:0001217, UniRef:UniRef50_A0A930S4B0
contig_33	cds	263	697	+	FGANDE_00290	iscU	SUF system NifU family Fe-S cluster assembly protein	COG:COG0822, COG:O, GO:0005198, GO:0016226, RefSeq:WP_002262744.1, SO:0001217, UniParc:UPI00000E2D87, UniRef:UniRef100_A0A2J9QGA8, UniRef:UniRef50_Q9A1G2, UniRef:UniRef90_A0A1L7LLS5
contig_33	cds	718	2133	+	FGANDE_00295	sufB	Fe-S cluster assembly protein SufB	COG:COG0719, COG:O, GO:0005198, GO:0016226, SO:0001217, UniRef:UniRef50_A0A4R5N9T6, UniRef:UniRef90_A0A829BPM4
contig_34	cds	223	2448	+	FGANDE_00300	nt5e	cell surface ecto-5'-nucleotidase Nt5e	SO:0001217, UniRef:UniRef50_J3JPQ5, UniRef:UniRef90_Q8CVC5
contig_34	cds	2521	2844	-	FGANDE_00305		hypothetical protein	
contig_35	cds	408	953	-	FGANDE_00310	eCF-S	ECF-type riboflavin transporter substrate-binding protein	COG:COG4720, COG:H, GO:0005886, GO:0016020, KEGG:K16924, RefSeq:WP_002265128.1, SO:0001217, UniParc:UPI0001B05410, UniRef:UniRef100_UPI0001B05410, UniRef:UniRef50_Q8DY59, UniRef:UniRef90_Q93D98
contig_35	cds	963	1808	-	FGANDE_00315		Stereoselective (R,S)-S-adenosylmethionine hydrolase (adenosine-forming)	COG:COG1912, COG:HV, RefSeq:WP_002274873.1, SO:0001217, UniParc:UPI0002B5AAB4, UniRef:UniRef100_UPI0002B5AAB4, UniRef:UniRef50_A0A0M4JYS7, UniRef:UniRef90_J3JQS6
contig_35	cds	1932	2708	-	FGANDE_00320	nit2	Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate	COG:C, COG:COG0388, RefSeq:WP_019323794.1, SO:0001217, UniParc:UPI0003193A29, UniRef:UniRef100_UPI0003193A29, UniRef:UniRef50_S0J0X3, UniRef:UniRef90_A0A1L7LH23
contig_35	cds	2776	3465	-	FGANDE_00325	metP	ABC-type methionine transport system, permease component	COG:COG2011, COG:E, RefSeq:WP_002262134.1, SO:0001217, UniParc:UPI00000DC8D1, UniRef:UniRef100_Q93DA1, UniRef:UniRef50_A0A098CR57, UniRef:UniRef90_Q93DA1
contig_35	cds	3467	4531	-	FGANDE_00330	metN	Methionine import ATP-binding protein MetN	COG:COG1135, COG:E, EC:7.4.2.11, GO:0005524, GO:0005886, GO:0016887, GO:0033232, SO:0001217, UniRef:UniRef50_Q93DA2, UniRef:UniRef90_Q93DA2
contig_35	cds	4524	5897	-	FGANDE_00335	argE	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	COG:COG0624, COG:E, RefSeq:WP_002271226.1, SO:0001217, UniParc:UPI0002B5E58A, UniRef:UniRef100_UPI0002B5E58A, UniRef:UniRef50_A0A4V0DTK7, UniRef:UniRef90_Q93DA3
contig_36	cds	122	1315	+	FGANDE_00340	nusA	Transcription antitermination factor NusA, contains S1 and KH domains	COG:COG0195, COG:K, RefSeq:WP_002262603.1, SO:0001217, UniParc:UPI00000E2E06, UniRef:UniRef100_Q8DVQ2, UniRef:UniRef50_U5P5U5, UniRef:UniRef90_A0A1L7LLB5
contig_38	cds	616	1254	-	FGANDE_00345	dedA	Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family	COG:COG0586, COG:M, KEGG:K03975, RefSeq:WP_002270253.1, SO:0001217, UniParc:UPI0002B50C24, UniRef:UniRef100_UPI0002B50C24, UniRef:UniRef50_A0A0R1UJX4, UniRef:UniRef90_A0A1L7LH42
contig_38	cds	1301	1927	-	FGANDE_00350		Ribonuclease P	SO:0001217, UniRef:UniRef50_Q8DS91, UniRef:UniRef90_A0A829BIT5
contig_38	cds	2002	3312	-	FGANDE_00355	der	ribosome biogenesis GTPase Der	COG:COG1160, COG:J, EC:3.6.5.-, GO:0003924, GO:0005525, GO:0005737, GO:0042254, GO:0043022, KEGG:K03977, SO:0001217, UniRef:UniRef50_Q8DS90, UniRef:UniRef90_Q8DS90
contig_38	cds	3325	4224	-	FGANDE_00360	dnaI	primosomal protein DnaI	COG:COG1484, COG:L, RefSeq:WP_002265451.1, SO:0001217, UniParc:UPI000264EF83, UniRef:UniRef100_UPI000264EF83, UniRef:UniRef50_A0A0B7LLJ1, UniRef:UniRef90_Q8CWW7
contig_38	cds	4225	4470	-	FGANDE_00365		hypothetical protein	
contig_39	cds	98	1147	-	FGANDE_00370	tdh	Threonine dehydrogenase or related Zn-dependent dehydrogenase	COG:COG1063, COG:ER, SO:0001217, UniRef:UniRef50_A0A380L164, UniRef:UniRef90_Q8DSD3
contig_39	cds	1245	1559	-	FGANDE_00375	trxA	thioredoxin	COG:COG3118, COG:O, GO:0005737, GO:0015036, RefSeq:WP_002263363.1, SO:0001217, UniParc:UPI00000E3295, UniRef:UniRef100_A0A2J9QDC2, UniRef:UniRef50_A0A0B7LQ67, UniRef:UniRef90_A0A2J9QDC2
contig_39	cds	1634	2413	-	FGANDE_00380		Smr domain protein	SO:0001217, UniRef:UniRef50_F9PAI9
contig_40	cds	17	295	+	FGANDE_00385	arsR	DNA-binding transcriptional regulator, ArsR family	COG:COG0640, COG:K, RefSeq:WP_002262697.1, SO:0001217, UniParc:UPI00000E31E2, UniRef:UniRef100_A0A2J9QD07, UniRef:UniRef50_K8MQI4, UniRef:UniRef90_A0A2J9QD07
contig_40	cds	285	923	+	FGANDE_00390	sdpI	DUF1648 domain-containing protein	COG:COG5658, COG:V, RefSeq:WP_002265971.1, SO:0001217, UniParc:UPI0001B05733, UniRef:UniRef100_A0A2J9QHM8, UniRef:UniRef50_Q8DSW2, UniRef:UniRef90_Q8DSW2
contig_41	cds	158	1033	-	FGANDE_00395		Glutathione biosynthesis protein GshAB	SO:0001217, UniRef:UniRef50_A0A930RBM1
contig_42	cds	60	1397	-	FGANDE_00400		UPF0210 protein SMU_73	COG:COG2848, COG:D, RefSeq:WP_002266381.1, SO:0001217, UniParc:UPI000268A6C3, UniRef:UniRef100_UPI000268A6C3, UniRef:UniRef50_Q97ST4, UniRef:UniRef90_Q8DWH7
contig_42	cds	1417	1683	-	FGANDE_00405	aCT	ACT domain-containing protein	COG:COG3830, COG:T, RefSeq:WP_002264687.1, SO:0001217, UniParc:UPI0001B054A7, UniRef:UniRef100_A0A2J9QBX3, UniRef:UniRef50_Q8DWH8, UniRef:UniRef90_Q8DWH8
contig_43	cds	964	1260	-	FGANDE_00410		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q8DU05, UniRef:UniRef90_Q8DU05
contig_43	cds	1264	1698	-	FGANDE_00415		hypothetical protein	RefSeq:WP_019317387.1, SO:0001217, UniParc:UPI0003669359, UniRef:UniRef100_UPI0003669359, UniRef:UniRef50_Q8DU03, UniRef:UniRef90_Q8DU03
contig_44	cds	361	630	-	FGANDE_00420		hypothetical protein	RefSeq:WP_002268696.1, SO:0001217, UniParc:UPI0002B52819, UniRef:UniRef100_UPI0002B52819, UniRef:UniRef50_Q8DRV4, UniRef:UniRef90_Q8DRV4
contig_44	cds	656	1330	-	FGANDE_00425		hypothetical protein	PFAM:PF01022.24, PFAM:PF12840.11
contig_45	cds	647	1342	-	FGANDE_00430	liaF	Membrane protein LiaF, inhibitor of the LiaRS two-component envelope stress sensory system	COG:COG4758, COG:T, RefSeq:WP_002263038.1, SO:0001217, UniParc:UPI0001B05624, UniRef:UniRef100_A0A2J9QFP9, UniRef:UniRef50_Q8DVK0, UniRef:UniRef90_Q8DVK0
contig_46	cds	231	1103	-	FGANDE_00435		hypothetical protein	
contig_47	cds	42	1055	-	FGANDE_00440	gap	type I glyceraldehyde-3-phosphate dehydrogenase	COG:COG0057, COG:G, EC:1.2.1.12, GO:0002020, GO:0004365, GO:0005737, GO:0006006, GO:0006094, GO:0006096, GO:0006735, GO:0019682, GO:0050661, GO:0051287, RefSeq:WP_002262489.1, SO:0001217, UniParc:UPI00000E2DD3, UniRef:UniRef100_A0A2J9QG31, UniRef:UniRef50_P0C0G6, UniRef:UniRef90_P0C0G6
contig_48	cds	745	1122	-	FGANDE_00445		hypothetical protein	
contig_49	cds	120	1142	+	FGANDE_00450	argC	N-acetyl-gamma-glutamyl-phosphate reductase	COG:COG0002, COG:E, EC:1.2.1.38, GO:0003942, GO:0005737, GO:0006526, GO:0006592, GO:0046983, GO:0051287, GO:0070401, KEGG:K00145, RefSeq:WP_088724132.1, SO:0001217, UniParc:UPI000B542E0B, UniRef:UniRef100_UPI000B542E0B, UniRef:UniRef50_P59311, UniRef:UniRef90_P59311
contig_51	cds	7	1170	+	FGANDE_00455		hypothetical protein	
contig_52	cds	236	973	-	FGANDE_00460	pyrH	UMP kinase	COG:COG0528, COG:F, EC:2.7.4.22, GO:0005524, GO:0005737, GO:0015949, GO:0016310, GO:0033862, GO:0044210, KEGG:K09903, RefSeq:WP_002265266.1, SO:0001217, UniParc:UPI000268AA1A, UniRef:UniRef100_A0A829BTR8, UniRef:UniRef50_Q97R83, UniRef:UniRef90_Q8DSY1
contig_52	cds	1147	1836	-	FGANDE_00465	rplA	50S ribosomal protein L1	COG:COG0081, COG:J, GO:0000049, GO:0000311, GO:0003735, GO:0006412, GO:0006417, GO:0015934, GO:0019843, GO:0022625, RefSeq:WP_002265936.1, SO:0001217, UniParc:UPI0002B4F758, UniRef:UniRef100_A0A2J9QD05, UniRef:UniRef50_A1SEI7, UniRef:UniRef90_Q5LXZ6
contig_52	cds	1934	2359	-	FGANDE_00470	rplK	50S ribosomal protein L11	COG:COG0080, COG:J, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:0070180, GO:1990904, RefSeq:WP_002263607.1, SO:0001217, UniParc:UPI00000E31D0, UniRef:UniRef100_Q8DSX9, UniRef:UniRef50_Q8DSX9, UniRef:UniRef90_Q8DSX9
contig_53	cds	80	814	-	FGANDE_00475	hIS2	Histidinol phosphatase or related hydrolase of the PHP family	COG:COG1387, COG:ER, EC:3.1.3.15, KEGG:K04486, RefSeq:WP_002269418.1, SO:0001217, UniParc:UPI0002B54186, UniRef:UniRef100_UPI0002B54186, UniRef:UniRef50_A3CNS7, UniRef:UniRef90_A0A3R9KQ82
contig_53	cds	1035	2180	+	FGANDE_00480	metE	Methionine synthase II (cobalamin-independent)	COG:COG0620, COG:E, RefSeq:WP_002263061.1, SO:0001217, UniParc:UPI00000E316C, UniRef:UniRef100_A0A2J9QE82, UniRef:UniRef50_F3UYD2, UniRef:UniRef90_T1ZD93
contig_53	cds	2375	2641	-	FGANDE_00485		DUF3884 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1L7LI51, UniRef:UniRef90_A0A1L7LI51
contig_53	cds	2664	3008	-	FGANDE_00490		Protein LacX, plasmid	SO:0001217, UniRef:UniRef50_C1C7G3
contig_54	cds	296	739	+	FGANDE_00495		glycosyltransferase	SO:0001217, UniRef:UniRef50_UPI0011E6906D
contig_56	cds	211	1047	+	FGANDE_00500	malG	ABC-type maltose transport system, permease component MalG	COG:COG3833, COG:G, RefSeq:WP_002262978.1, SO:0001217, UniParc:UPI00000E31A1, UniRef:UniRef100_A0A2J9QD57, UniRef:UniRef50_A0A0D6DX93, UniRef:UniRef90_A0A2X3VXN3
contig_56	cds	1072	2205	+	FGANDE_00505	malK	ABC-type sugar transport system, ATPase component MalK	COG:COG3839, COG:G, RefSeq:WP_002269704.1, SO:0001217, UniParc:UPI0002B5D110, UniRef:UniRef100_UPI0002B5D110, UniRef:UniRef50_A0A0F5MLB7, UniRef:UniRef90_A0A1L7LI47
contig_58	cds	290	529	-	FGANDE_00510	dltC	D-alanine--poly(phosphoribitol) ligase subunit DltC	COG:COG0236, COG:I, EC:6.1.1.13, GO:0005737, GO:0019350, GO:0036370, GO:0070395, GO:0071555, RefSeq:WP_002262584.1, SO:0001217, UniParc:UPI00001294A5, UniRef:UniRef100_O70055, UniRef:UniRef50_O70055, UniRef:UniRef90_O70055
contig_58	cds	544	1806	-	FGANDE_00515	dltB	D-alanyl-lipoteichoic acid biosynthesis protein DltB	COG:COG1696, COG:M, GO:0016746, GO:0070395, KEGG:K03739, RefSeq:WP_002262583.1, SO:0001217, UniParc:UPI00000DC7E1, UniRef:UniRef100_O68577, UniRef:UniRef50_Q5M4V4, UniRef:UniRef90_O70067
