# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_5	cds	17562	18833	-	HHPIGJ_00155	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	COG:COG0766, COG:M, EC:2.5.1.7, GO:0005737, GO:0007049, GO:0008360, GO:0008760, GO:0009252, GO:0019277, GO:0051301, GO:0071555, SO:0001217, UniRef:UniRef50_P65458, UniRef:UniRef90_Q8DT57
contig_5	cds	18899	19132	-	HHPIGJ_00160		DUF1146 domain-containing protein	SO:0001217, UniParc:UPI0001B05821, UniRef:UniRef100_A0A2J9QDB8, UniRef:UniRef50_A0A172Q826, UniRef:UniRef90_A0A2J9QDB8
contig_5	cds	19403	19819	-	HHPIGJ_00165	atpC	F0F1 ATP synthase subunit epsilon	COG:C, COG:COG0355, EC:7.1.2.2, GO:0005524, GO:0005886, GO:0015986, GO:0045261, GO:0046933, RefSeq:WP_002274980.1, SO:0001217, UniParc:UPI0002B50D5A, UniRef:UniRef100_UPI0002B50D5A, UniRef:UniRef50_Q9RAT9, UniRef:UniRef90_P95790
contig_5	cds	19833	21239	-	HHPIGJ_00170		ATP synthase subunit beta	RefSeq:WP_002264827.1, SO:0001217, UniParc:UPI000017017E, UniRef:UniRef100_A0A2J9QDA7, UniRef:UniRef90_P95789
contig_5	cds	21265	22143	-	HHPIGJ_00175	atpG	F0F1 ATP synthase subunit gamma	COG:C, COG:COG0224, EC:7.1.2.2, GO:0005524, GO:0005886, GO:0015986, GO:0042777, GO:0045261, GO:0046933, RefSeq:WP_002262941.1, SO:0001217, UniParc:UPI0000126589, UniRef:UniRef100_P95788, UniRef:UniRef50_Q9RGY2, UniRef:UniRef90_P95788
contig_5	cds	22162	23667	-	HHPIGJ_00180	atpA	F0F1 ATP synthase subunit alpha	COG:C, COG:COG0056, EC:7.1.2.2, GO:0000275, GO:0005524, GO:0005886, GO:0015986, GO:0045261, GO:0045262, GO:0046933, GO:0046961, RefSeq:WP_002275914.1, SO:0001217, UniParc:UPI0001B05820, UniRef:UniRef100_UPI0001B05820, UniRef:UniRef50_Q5FKY2, UniRef:UniRef90_P95787
contig_5	cds	23683	24219	-	HHPIGJ_00185	atpH	F0F1 ATP synthase subunit delta	COG:C, COG:COG0712, EC:7.1.2.2, GO:0005886, GO:0045261, GO:0046933, RefSeq:WP_002262943.1, SO:0001217, UniParc:UPI00001264C0, UniRef:UniRef100_P95786, UniRef:UniRef50_P95786, UniRef:UniRef90_P95786
contig_5	cds	24219	24716	-	HHPIGJ_00190	atpF	F0F1 ATP synthase subunit B	COG:C, COG:COG0711, EC:7.1.2.2, GO:0000276, GO:0005886, GO:0015986, GO:0045263, GO:0045264, GO:0046933, RefSeq:WP_002266145.1, SO:0001217, UniParc:UPI000017017B, UniRef:UniRef100_A0A829BLK2, UniRef:UniRef50_P95785, UniRef:UniRef90_P95785
contig_5	cds	24734	25453	-	HHPIGJ_00195	atpB	F0F1 ATP synthase subunit A	COG:C, COG:COG0356, EC:7.1.2.2, GO:0005886, GO:0015078, GO:0015986, GO:0045263, GO:0046933, RefSeq:WP_002262945.1, SO:0001217, UniParc:UPI0000126341, UniRef:UniRef100_P95784, UniRef:UniRef50_P95784, UniRef:UniRef90_P95784
contig_5	cds	25483	25686	-	HHPIGJ_00200	atpE	F0F1 ATP synthase subunit C	COG:C, COG:COG0636, EC:7.1.2.2, GO:0005886, GO:0008289, GO:0045263, GO:0046933, RefSeq:WP_002262946.1, SO:0001217, UniParc:UPI00001265D9, UniRef:UniRef100_P95783, UniRef:UniRef50_P50017, UniRef:UniRef90_P95783
contig_5	cds	25912	28320	-	HHPIGJ_00205	glgP	Glucan phosphorylase	COG:COG0058, COG:G, SO:0001217, UniRef:UniRef50_S0JBE6, UniRef:UniRef90_Q8DT55
contig_5	cds	28351	29781	-	HHPIGJ_00210	glgA	glycogen synthase GlgA	COG:COG0297, COG:G, EC:2.4.1.21, GO:0004373, GO:0005978, GO:0009011, GO:0033201, SO:0001217, UniRef:UniRef50_Q8CWX0, UniRef:UniRef90_Q8CWX0
contig_5	cds	29778	30911	-	HHPIGJ_00215	glgD	glucose-1-phosphate adenylyltransferase subunit GlgD	COG:COG0448, COG:G, EC:2.7.7.27, GO:0005978, GO:0008878, RefSeq:WP_002264832.1, SO:0001217, UniParc:UPI0001B057F1, UniRef:UniRef100_A0A2J9QD81, UniRef:UniRef50_A0A0E1ELE5, UniRef:UniRef90_Q8DT54
contig_5	cds	30901	32040	-	HHPIGJ_00220	glgC	glucose-1-phosphate adenylyltransferase	COG:COG0448, COG:G, EC:2.7.7.27, GO:0005524, GO:0005978, GO:0008878, SO:0001217, UniRef:UniRef50_Q8DT53, UniRef:UniRef90_Q8DT53
contig_5	cds	32066	33952	-	HHPIGJ_00225	glgB	1,4-alpha-glucan branching protein GlgB	COG:COG0296, COG:G, EC:2.4.1.18, GO:0003844, GO:0004553, GO:0005975, GO:0005978, GO:0043169, GO:0102752, KEGG:K00700, RefSeq:WP_002268547.1, SO:0001217, UniParc:UPI0001B057F0, UniRef:UniRef100_UPI0001B057F0, UniRef:UniRef50_Q8DT52, UniRef:UniRef90_Q8DT52
contig_5	cds	34169	36484	-	HHPIGJ_00230	pulA	type I pullulanase	COG:COG1523, COG:G, EC:3.2.1.41, GO:0051060, SO:0001217, UniRef:UniRef50_B4U2C9, UniRef:UniRef90_A0A2J9QE40
contig_5	cds	36499	37542	-	HHPIGJ_00235	lCB5	diacylglycerol kinase	COG:COG1597, COG:IR, EC:2.7.1.107, GO:0003951, RefSeq:WP_002262954.1, SO:0001217, UniParc:UPI00000E3189, UniRef:UniRef100_A0A2J9QE24, UniRef:UniRef50_O31502, UniRef:UniRef90_J3JPY1
contig_5	cds	37555	39501	-	HHPIGJ_00240	ligA	NAD-dependent DNA ligase LigA	COG:COG0272, COG:L, EC:6.5.1.2, GO:0003677, GO:0003911, GO:0006260, GO:0006281, GO:0046872, SO:0001217, UniRef:UniRef50_Q837V6, UniRef:UniRef90_Q8DT49
contig_5	cds	39723	40235	-	HHPIGJ_00245	queT	ECF-type transporter of queuosine precursor, membrane (S) component	COG:COG4708, COG:FJ, RefSeq:WP_002262956.1, SO:0001217, UniParc:UPI00000E318B, UniRef:UniRef100_A0A2J9QD77, UniRef:UniRef50_A2RM05, UniRef:UniRef90_A0A1L7LHZ0
contig_5	ncRNA-region	40233	40329	-			preQ1-II (pre queuosine) riboswitch	RFAM:RF01054, SO:0000035
contig_5	cds	40358	40816	+	HHPIGJ_00250	gtrA	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	COG:COG2246, COG:I, RefSeq:WP_002266151.1, SO:0001217, UniParc:UPI000264ED87, UniRef:UniRef100_A0A2J9QD84, UniRef:UniRef50_Q8DT47, UniRef:UniRef90_Q8DT47
contig_5	cds	40899	41495	-	HHPIGJ_00255	citB	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	COG:COG2197, COG:TK, RefSeq:WP_002266152.1, SO:0001217, UniParc:UPI0002B59377, UniRef:UniRef100_A0A829BIN7, UniRef:UniRef50_V1CNH0, UniRef:UniRef90_Q8DT46
contig_5	cds	41492	42598	-	HHPIGJ_00260	comP	Signal transduction histidine kinase ComP	COG:COG4585, COG:T, SO:0001217, UniRef:UniRef50_F8LIB0, UniRef:UniRef90_Q8DT45
contig_5	cds	42591	43328	-	HHPIGJ_00265	yadH	ABC-type multidrug transport system, permease component	COG:COG0842, COG:V, RefSeq:WP_002262960.1, SO:0001217, UniParc:UPI00000E318F, UniRef:UniRef100_A0A2J9QD99, UniRef:UniRef50_A0A7Z0M6H8, UniRef:UniRef90_A0A1L7LI69
contig_5	cds	43325	44206	-	HHPIGJ_00270	ccmA	ABC-type multidrug transport system, ATPase component	COG:COG1131, COG:V, RefSeq:WP_151416387.1, SO:0001217, UniParc:UPI00124AD4E3, UniRef:UniRef100_UPI00124AD4E3, UniRef:UniRef50_A0A0Z8FZ80, UniRef:UniRef90_Q8DT43
contig_5	cds	44243	44608	-	HHPIGJ_00275		EXLDI protein	RefSeq:WP_002281484.1, SO:0001217, UniParc:UPI0002B56445, UniRef:UniRef100_UPI0002B56445, UniRef:UniRef50_Q8DT42, UniRef:UniRef90_Q8DT42
contig_5	cds	44598	44792	-	HHPIGJ_00280		Lipoprotein	RefSeq:WP_002262963.1, SO:0001217, UniParc:UPI00000E3192, UniRef:UniRef100_A0A2J9QD74, UniRef:UniRef50_G5JWL0, UniRef:UniRef90_A0A2J9QD74
contig_5	cds	44801	44998	-	HHPIGJ_00285		hypothetical protein	RefSeq:WP_002276971.1, SO:0001217, UniParc:UPI0002B58856, UniRef:UniRef100_UPI0002B58856, UniRef:UniRef50_Q8DT40, UniRef:UniRef90_Q8DT40
contig_5	cds	45154	46086	-	HHPIGJ_00290	brkB	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase)	COG:COG1295, COG:S, RefSeq:WP_002262965.1, SO:0001217, UniParc:UPI00000E3194, UniRef:UniRef100_A0A2J9QE15, UniRef:UniRef50_J3JPQ9, UniRef:UniRef90_J3JPQ9
contig_5	cds	46098	46958	-	HHPIGJ_00295	map	methionyl aminopeptidase	COG:COG0024, COG:J, RefSeq:WP_002262966.1, SO:0001217, UniParc:UPI00000E3195, UniRef:UniRef100_Q8DT38, UniRef:UniRef50_W9AAK6, UniRef:UniRef90_Q8DT38
contig_5	cds	46976	48259	-	HHPIGJ_00300	spxR	CBS-HotDog domain-containing transcription factor SpxR	COG:COG4109, COG:K, RefSeq:WP_002262967.1, SO:0001217, UniParc:UPI00000E3196, UniRef:UniRef100_Q8DT37, UniRef:UniRef50_A0A074IXK1, UniRef:UniRef90_Q8DT37
contig_5	cds	48252	48806	-	HHPIGJ_00305	rimL	Protein N-acetyltransferase, RimJ/RimL family	COG:COG1670, COG:JO, RefSeq:WP_002268554.1, SO:0001217, UniParc:UPI0002B5B531, UniRef:UniRef100_UPI0002B5B531, UniRef:UniRef50_A0A0B7LT46, UniRef:UniRef90_Q8DT36
contig_5	cds	49295	49708	+	HHPIGJ_00310	ribN	Riboflavin transporter RibN, EamA domain	COG:COG2510, COG:H, RefSeq:WP_002268555.1, SO:0001217, UniParc:UPI000264ED81, UniRef:UniRef100_UPI000264ED81, UniRef:UniRef50_A0A3C0J6A1, UniRef:UniRef90_Q8DT35
contig_5	cds	49796	50455	-	HHPIGJ_00315	trkA	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	COG:COG0569, COG:PT, RefSeq:WP_002262970.1, SO:0001217, UniParc:UPI00000E3199, UniRef:UniRef100_A0A2J9QD86, UniRef:UniRef50_A0A2X3VMW8, UniRef:UniRef90_A0A1L7LI54
contig_5	cds	50469	51122	-	HHPIGJ_00320	trkA	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	COG:COG0569, COG:PT, RefSeq:WP_002262971.1, SO:0001217, UniParc:UPI00000E319A, UniRef:UniRef100_A0A2J9QD61, UniRef:UniRef50_A0A2X3XX91, UniRef:UniRef90_A0A2J9QD61
contig_5	cds	51159	53951	-	HHPIGJ_00325	mgtA	Magnesium-transporting ATPase (P-type)	COG:COG0474, COG:P, RefSeq:WP_002279766.1, SO:0001217, UniParc:UPI000268A9C9, UniRef:UniRef100_UPI000268A9C9, UniRef:UniRef50_A0A0D0EXD9, UniRef:UniRef90_Q8DT32
contig_5	cds	54223	56499	-	HHPIGJ_00330	glgP	Glucan phosphorylase	COG:COG0058, COG:G, SO:0001217, UniRef:UniRef50_P29849, UniRef:UniRef90_Q8DT31
contig_5	cds	56471	58000	-	HHPIGJ_00335	malQ	4-alpha-glucanotransferase	COG:COG1640, COG:G, EC:2.4.1.25, GO:0004134, GO:0005980, SO:0001217, UniRef:UniRef50_P0A3Q0, UniRef:UniRef90_Q8DT30
contig_5	cds	58108	59133	-	HHPIGJ_00340	purR	DNA-binding transcriptional regulator, LacI/PurR family	COG:COG1609, COG:K, RefSeq:WP_002268559.1, SO:0001217, UniParc:UPI0002B57CB1, UniRef:UniRef100_A0A2J9QE20, UniRef:UniRef50_A0A2D4DPS7, UniRef:UniRef90_Q8DT29
contig_5	cds	59381	60628	+	HHPIGJ_00345	malE	Maltose-binding periplasmic protein MalE	COG:COG2182, COG:G, RefSeq:WP_002270309.1, SO:0001217, UniParc:UPI0002B5329C, UniRef:UniRef100_UPI0002B5329C, UniRef:UniRef50_R2NT10, UniRef:UniRef90_Q8DT28
contig_5	cds	60705	62066	+	HHPIGJ_00350	ugpA	ABC-type sugar transport system, permease component	COG:COG1175, COG:G, RefSeq:WP_002264850.1, SO:0001217, UniParc:UPI0001B057DE, UniRef:UniRef100_UPI0001B057DE, UniRef:UniRef50_A0A9E4C9T2, UniRef:UniRef90_Q8DT27
contig_5	cds	62066	62902	+	HHPIGJ_00355	malG	ABC-type maltose transport system, permease component MalG	COG:COG3833, COG:G, RefSeq:WP_002262978.1, SO:0001217, UniParc:UPI00000E31A1, UniRef:UniRef100_A0A2J9QD57, UniRef:UniRef50_A0A0D6DX93, UniRef:UniRef90_A0A2X3VXN3
contig_5	cds	62927	64060	+	HHPIGJ_00360	malK	ABC-type sugar transport system, ATPase component MalK	COG:COG3839, COG:G, RefSeq:WP_002262979.1, SO:0001217, UniParc:UPI00000E31A2, UniRef:UniRef100_Q8DT25, UniRef:UniRef50_A0A0F5MLB7, UniRef:UniRef90_A0A1L7LI47
contig_5	cds	64191	65450	-	HHPIGJ_00365	murA2	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	COG:COG0766, COG:M, EC:2.5.1.7, GO:0005737, GO:0007049, GO:0008360, GO:0008760, GO:0009252, GO:0019277, GO:0051301, GO:0071555, KEGG:K00790, SO:0001217, UniRef:UniRef50_A0A0H2ZNL3, UniRef:UniRef90_Q8DT24
contig_5	cds	65594	66787	-	HHPIGJ_00370	metK	methionine adenosyltransferase	COG:COG0192, COG:H, EC:2.5.1.6, GO:0000287, GO:0004478, GO:0005524, GO:0005737, GO:0006556, GO:0006730, RefSeq:WP_065868513.1, SO:0001217, UniParc:UPI00081BE87D, UniRef:UniRef100_UPI00081BE87D, UniRef:UniRef50_P54419, UniRef:UniRef90_Q8DT23
contig_5	cds	67572	68771	-	HHPIGJ_00375		Haloacid dehalogenase	SO:0001217, UniRef:UniRef50_W5II77, UniRef:UniRef90_A0A829BJM0
contig_6	cds	151	906	+	HHPIGJ_00380	lacR	Lactose phosphotransferase system repressor	COG:COG1349, COG:KG, GO:0003677, GO:0003700, GO:0005988, KEGG:K02530, RefSeq:WP_002265225.1, SO:0001217, UniParc:UPI000264EDBF, UniRef:UniRef100_A0A2J9QDB9, UniRef:UniRef50_P0A0Q0, UniRef:UniRef90_P26422
contig_6	cds	1213	1641	+	HHPIGJ_00385	lacA	galactose-6-phosphate isomerase subunit LacA	COG:COG0698, COG:G, EC:5.3.1.26, GO:0019388, GO:0019512, GO:0050044, KEGG:K01819, RefSeq:WP_002262463.1, SO:0001217, UniParc:UPI000012E1C6, UniRef:UniRef100_P26423, UniRef:UniRef50_P26423, UniRef:UniRef90_P26423
contig_6	cds	1667	2182	+	HHPIGJ_00390	lacB	galactose-6-phosphate isomerase subunit LacB	COG:COG0698, COG:G, EC:5.3.1.26, GO:0019388, GO:0019512, GO:0050044, KEGG:K01819, RefSeq:WP_002262464.1, SO:0001217, UniParc:UPI000012E1D2, UniRef:UniRef100_P26424, UniRef:UniRef50_P23495, UniRef:UniRef90_P26424
contig_6	cds	2201	3133	+	HHPIGJ_00395	lacC	tagatose-6-phosphate kinase	COG:COG1105, COG:G, EC:2.7.1.144, GO:0005524, GO:0005990, GO:0009024, GO:0016310, GO:0019512, GO:2001059, KEGG:K00917, RefSeq:WP_002262465.1, SO:0001217, UniParc:UPI000012E1D7, UniRef:UniRef100_P26421, UniRef:UniRef50_P23391, UniRef:UniRef90_P26421
contig_6	cds	3138	4118	+	HHPIGJ_00400	lacD	tagatose-bisphosphate aldolase	COG:COG3684, COG:GP, EC:4.1.2.40, GO:0009024, GO:0009025, GO:0019512, GO:2001059, RefSeq:WP_002276114.1, SO:0001217, UniParc:UPI0002B534A4, UniRef:UniRef100_P26425, UniRef:UniRef50_P63703, UniRef:UniRef90_P26425
contig_6	cds	4135	4608	+	HHPIGJ_00405		PTS mannitol transporter subunit IIB	EC:2.7.1.204, KEGG:K20112, RefSeq:WP_002265223.1, SO:0001217, UniParc:UPI000264EDC2, UniRef:UniRef100_A0A2J9QDD4, UniRef:UniRef50_A0A0D6XRG7, UniRef:UniRef90_A0A2J9QDD4
contig_6	cds	4623	4925	+	HHPIGJ_00410		PTS fructose transporter subunit IIB	RefSeq:WP_002265222.1, SO:0001217, UniParc:UPI000264EDC3, UniRef:UniRef100_A0A2J9QDC0, UniRef:UniRef50_Q8CYR0, UniRef:UniRef90_A0A1Q8RIU8
contig_6	cds	4951	6351	+	HHPIGJ_00415		PTS glucitol transporter subunit IIA	KEGG:K20114, RefSeq:WP_002284337.1, SO:0001217, UniParc:UPI0002B4DF4B, UniRef:UniRef100_UPI0002B4DF4B, UniRef:UniRef50_A0A0P0N9V3, UniRef:UniRef90_A0A2J9QDF0
contig_6	cds	6395	6709	+	HHPIGJ_00420	lacF	PTS system lactose-specific EIIA component	COG:COG1447, COG:G, EC:2.7.1.207, GO:0005737, GO:0009401, GO:0016740, GO:0046872, KEGG:K02786, RefSeq:WP_002263056.1, SO:0001217, UniParc:UPI000013294D, UniRef:UniRef100_P26426, UniRef:UniRef50_P23532, UniRef:UniRef90_P26426
contig_6	cds	7555	7929	-	HHPIGJ_00425		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A654UBE6
contig_7	cds	204	1295	-	HHPIGJ_00430		IS30 family transposase	SO:0001217, UniRef:UniRef50_A0A970ITX1
contig_8	cds	295	795	+	HHPIGJ_00435		ABC transporter, ATP-binding protein	SO:0001217, UniRef:UniRef50_G5JN09, UniRef:UniRef90_Q8DSB0
contig_8	cds	902	1906	+	HHPIGJ_00440	comA	Competence factor transporting ATP-binding protein/permease ComA	SO:0001217, UniRef:UniRef50_A0A4H8LRT7
contig_8	cds	2040	2528	+	HHPIGJ_00445		ABC transporter subunit, ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A239XN96
contig_8	cds	2541	3554	+	HHPIGJ_00450	hlyD	HlyD family efflux transporter periplasmic adaptor subunit	RefSeq:WP_002273294.1, SO:0001217, UniParc:UPI0002B51974, UniRef:UniRef100_UPI0002B51974, UniRef:UniRef50_Q8DW04, UniRef:UniRef90_Q8DSA7
