# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_4	cds	3292	5364	+	CIPDOL_00060	mukT	MukT	RefSeq:WP_002293695.1, SO:0001217, UniParc:UPI0002B5A7B0, UniRef:UniRef100_UPI0002B5A7B0, UniRef:UniRef50_A0A081SCT8, UniRef:UniRef90_A0SXQ4
contig_4	cds	5479	6387	+	CIPDOL_00065		ABC transporter domain-containing protein	RefSeq:WP_002263495.1, SO:0001217, UniParc:UPI00000E326B, UniRef:UniRef100_Q8DSH4, UniRef:UniRef50_A0A0Z9K2C5, UniRef:UniRef90_A0A829BRM3
contig_4	cds	6389	7141	+	CIPDOL_00070		ABC transporter permease	RefSeq:WP_002263496.1, SO:0001217, UniParc:UPI00000E326A, UniRef:UniRef100_Q8DSH5, UniRef:UniRef50_A0A829BQ83, UniRef:UniRef90_A0A829BQ83
contig_4	cds	7141	7872	+	CIPDOL_00075		Bacteroiocin operon protein ScnG-like protein	RefSeq:WP_002268664.1, SO:0001217, UniParc:UPI0002B54B2F, UniRef:UniRef100_UPI0002B54B2F, UniRef:UniRef50_A0A829BMZ3, UniRef:UniRef90_A0A829BMZ3
contig_4	cds	8436	9344	+	CIPDOL_00080	rhaT	Permease of the drug/metabolite transporter (DMT) superfamily	COG:COG0697, COG:GER, SO:0001217, UniRef:UniRef50_G7SF42, UniRef:UniRef90_Q8DSH8
contig_4	cds	9375	10544	-	CIPDOL_00085	yjiC	UDP:flavonoid glycosyltransferase YjiC, YdhE family	COG:COG1819, COG:G, SO:0001217, UniRef:UniRef50_A0A380KXY3, UniRef:UniRef90_Q8DSH9
contig_4	cds	10522	11172	-	CIPDOL_00090	acrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	COG:COG1309, COG:K, SO:0001217, UniRef:UniRef50_Q8DSI0, UniRef:UniRef90_Q8DSI0
contig_4	cds	11443	11970	+	CIPDOL_00095	yqeG	putative phosphohydrolase YqeG, HAD superfamily	COG:COG2179, COG:R, EC:3.1.3.-, KEGG:K07015, RefSeq:WP_002264747.1, SO:0001217, UniParc:UPI0002B598F5, UniRef:UniRef100_UPI0002B598F5, UniRef:UniRef50_Q8DNQ4, UniRef:UniRef90_Q8DSI3
contig_4	cds	11971	13077	+	CIPDOL_00100	yqeH	ribosome biogenesis GTPase YqeH	COG:COG1161, COG:J, GO:0003924, GO:0005525, GO:0005737, GO:0042254, SO:0001217, UniRef:UniRef50_A0A0F4LVG2, UniRef:UniRef90_Q8DSI4
contig_4	cds	13134	13442	+	CIPDOL_00105	yhbY	ribosome assembly RNA-binding protein YhbY	COG:COG1534, COG:J, GO:0003723, GO:0005737, GO:0008150, KEGG:K07574, RefSeq:WP_002263506.1, SO:0001217, UniParc:UPI00000E3260, UniRef:UniRef100_A0A2J9QCM5, UniRef:UniRef50_C0M8B4, UniRef:UniRef90_X5K2J5
contig_4	cds	13469	14101	+	CIPDOL_00110	nadD	nicotinate-nucleotide adenylyltransferase	COG:COG1057, COG:H, EC:2.7.7.18, GO:0004515, GO:0005524, GO:0009435, GO:0016779, RefSeq:WP_002263507.1, SO:0001217, UniParc:UPI00000E325F, UniRef:UniRef100_Q8DSI6, UniRef:UniRef50_Q8DSI6, UniRef:UniRef90_Q8DSI6
contig_4	cds	14098	14691	+	CIPDOL_00115	yqeK	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK	COG:COG1713, COG:TR, EC:3.6.1.41, RefSeq:WP_002263508.1, SO:0001217, UniParc:UPI00000E325E, UniRef:UniRef100_A0A2J9QDH2, UniRef:UniRef50_Q8DY32, UniRef:UniRef90_A0A2J9QDH2
contig_4	cds	14692	15045	+	CIPDOL_00120	rsfS	ribosome silencing factor	COG:COG0799, COG:J, GO:0017148, GO:0043022, RefSeq:WP_002266441.1, SO:0001217, UniParc:UPI00000E325D, UniRef:UniRef100_Q8DSI8, UniRef:UniRef50_Q97P97, UniRef:UniRef90_Q8DSI8
contig_4	cds	15256	16062	+	CIPDOL_00125	ubiG	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	COG:COG2227, COG:H, SO:0001217, UniRef:UniRef50_A0A239XEB0, UniRef:UniRef90_Q8DSI9
contig_4	cds	16084	16353	+	CIPDOL_00130		hypothetical protein	SO:0001217, UniRef:UniRef50_Q8DSJ0, UniRef:UniRef90_Q8DSJ0
contig_4	cds	16750	17850	+	CIPDOL_00135	tmcAL	nucleotidyltransferase	COG:COG1323, COG:J, RefSeq:WP_002264738.1, SO:0001217, UniParc:UPI0002B5A074, UniRef:UniRef100_UPI0002B5A074, UniRef:UniRef50_Q97P99, UniRef:UniRef90_A0A2J9QCM7
contig_4	cds	17954	18670	+	CIPDOL_00140	soxR	DNA-binding transcriptional regulator, MerR family	COG:COG0789, COG:K, RefSeq:WP_002293702.1, SO:0001217, UniParc:UPI0002B5CE64, UniRef:UniRef100_UPI0002B5CE64, UniRef:UniRef50_A0A2I8AJ33, UniRef:UniRef90_Q8DSJ3
contig_4	cds	18817	19533	+	CIPDOL_00145	tACO1	YebC/PmpR family DNA-binding transcriptional regulator	COG:COG0217, COG:KJ, GO:0003677, GO:0005737, GO:0006355, RefSeq:WP_002263515.1, SO:0001217, UniParc:UPI00000E3257, UniRef:UniRef100_Q8DSJ4, UniRef:UniRef50_Q8ZK08, UniRef:UniRef90_Q8DSJ4
contig_4	cds	19726	20073	+	CIPDOL_00150	trxA	Thiol-disulfide isomerase or thioredoxin	COG:COG0526, COG:O, RefSeq:WP_002305799.1, SO:0001217, UniParc:UPI0002B52F2C, UniRef:UniRef100_UPI0002B52F2C, UniRef:UniRef50_A0A3R9HA32, UniRef:UniRef90_A0A2J9QCP1
contig_4	cds	20248	20631	+	CIPDOL_00155	yajC	preprotein translocase subunit YajC	COG:COG1862, COG:U, KEGG:K03210, RefSeq:WP_024783306.1, SO:0001217, UniParc:UPI0004662F28, UniRef:UniRef100_UPI0004662F28, UniRef:UniRef50_G5JWV1, UniRef:UniRef90_A0A1L7LHD4
contig_4	cds	20743	21492	+	CIPDOL_00160	uppS	isoprenyl transferase	COG:COG0020, COG:I, EC:2.5.1.-, GO:0000287, GO:0004659, GO:0016765, RefSeq:WP_002263518.1, SO:0001217, UniParc:UPI00000E3254, UniRef:UniRef100_Q8DSJ7, UniRef:UniRef50_Q97SR4, UniRef:UniRef90_Q8DSJ7
contig_4	cds	21507	22301	+	CIPDOL_00165	cdsA	CDP-diglyceride synthetase	COG:COG0575, COG:I, EC:2.7.7.41, KEGG:K00981, RefSeq:WP_002263519.1, SO:0001217, UniParc:UPI00000E463F, UniRef:UniRef100_A0A2J9QCN4, UniRef:UniRef50_A0A1Q8EBY8, UniRef:UniRef90_A0A1L7LHC6
contig_4	cds	22317	23576	+	CIPDOL_00170	rseP	RIP metalloprotease RseP	COG:COG0750, COG:OK, GO:0004222, GO:0006508, GO:0016020, RefSeq:WP_002272042.1, SO:0001217, UniParc:UPI0002B57CE2, UniRef:UniRef100_UPI0002B57CE2, UniRef:UniRef50_Q9RPP2, UniRef:UniRef90_Q8DSJ8
contig_4	cds	23603	25453	+	CIPDOL_00175	proS	proline--tRNA ligase	COG:COG0442, COG:J, EC:6.1.1.15, GO:0000166, GO:0002161, GO:0004812, GO:0004827, GO:0005524, GO:0005737, GO:0006418, GO:0006433, GO:0016740, KEGG:K01881, SO:0001217, UniRef:UniRef50_Q03MK9, UniRef:UniRef90_Q8DSJ9
contig_5	cds	138	608	+	CIPDOL_00180		BS_ykrK family protein	RefSeq:WP_002264322.1, SO:0001217, UniParc:UPI0001B05768, UniRef:UniRef100_UPI0001B05768, UniRef:UniRef50_U2IK41, UniRef:UniRef90_A0A829BPS6
contig_5	cds	577	1233	+	CIPDOL_00185	yqfA	putative membrane channel-forming protein YqfA, hemolysin III family	COG:COG1272, COG:U, RefSeq:WP_002263659.1, SO:0001217, UniParc:UPI00000E2FA3, UniRef:UniRef100_Q8DUI8, UniRef:UniRef50_Q49ZB4, UniRef:UniRef90_Q8DUI8
contig_5	cds	1316	2311	-	CIPDOL_00190	fni	type 2 isopentenyl-diphosphate Delta-isomerase	COG:CIR, COG:COG1304, EC:5.3.3.2, GO:0000287, GO:0004452, GO:0005737, GO:0008299, GO:0010181, GO:0016491, GO:0070402, RefSeq:WP_002274172.1, SO:0001217, UniParc:UPI0002B54EA8, UniRef:UniRef100_UPI0002B54EA8, UniRef:UniRef50_Q8DUI9, UniRef:UniRef90_Q8DUI9
contig_5	cds	2321	3319	-	CIPDOL_00195	eRG12	phosphomevalonate kinase	COG:COG1577, COG:I, EC:2.7.4.2, GO:0004631, GO:0016126, GO:0019287, SO:0001217, UniRef:UniRef50_A0A510JPM9, UniRef:UniRef90_A0A2J9QEM8
contig_5	cds	3321	4283	-	CIPDOL_00200	mvaD	diphosphomevalonate decarboxylase	COG:COG3407, COG:I, EC:4.1.1.33, GO:0004163, GO:0019287, SO:0001217, UniRef:UniRef50_Q8DR50, UniRef:UniRef90_A0A2J9QHQ7
contig_5	cds	4460	4630	-	CIPDOL_00205		hypothetical protein	SO:0001217, UniRef:UniRef50_U2KGP2
contig_6	cds	140	2377	+	CIPDOL_00210	metE	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	COG:COG0620, COG:E, EC:2.1.1.14, GO:0003871, GO:0008270, GO:0009086, GO:0032259, GO:0071266, RefSeq:WP_002266236.1, SO:0001217, UniParc:UPI0002B54133, UniRef:UniRef100_UPI0002B54133, UniRef:UniRef50_Q8CWX6, UniRef:UniRef90_Q8CWX6
contig_6	cds	2395	4251	+	CIPDOL_00215	metF	bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase	COG:COG0685, COG:E, EC:1.5.1.20, EC:2.1.1.10, RefSeq:WP_002266235.1, SO:0001217, UniParc:UPI000268A9AD, UniRef:UniRef100_A0A2J9QER0, UniRef:UniRef50_A0A380KMI9, UniRef:UniRef90_Q8DUN2
contig_7	cds	160	297	+	CIPDOL_00220		hypothetical protein	
contig_7	cds	294	1178	+	CIPDOL_00225		Integral membrane protein	SO:0001217, UniRef:UniRef50_I1ZK47, UniRef:UniRef90_UPI0002B50078
contig_7	cds	1118	2077	+	CIPDOL_00230		Beta-carotene 15,15'-monooxygenase	SO:0001217, UniRef:UniRef50_A0A428GBY3, UniRef:UniRef90_UPI0014551C6D
contig_7	cds	2070	2279	+	CIPDOL_00235		hypothetical protein	
contig_7	cds	2716	4908	+	CIPDOL_00240	pnp	polyribonucleotide nucleotidyltransferase	COG:COG1185, COG:J, EC:2.7.7.8, GO:0000287, GO:0003723, GO:0004654, GO:0005737, GO:0006396, GO:0006402, KEGG:K00962, SO:0001217, UniRef:UniRef50_Q5X9W0, UniRef:UniRef90_Q8DWB2
contig_7	cds	4898	5638	+	CIPDOL_00245	sseB	SseB protein N-terminal domain-containing protein	RefSeq:WP_002265714.1, SO:0001217, UniParc:UPI0001B05399, UniRef:UniRef100_UPI0001B05399, UniRef:UniRef50_Q8DWB1, UniRef:UniRef90_Q8DWB1
contig_7	cds	5649	6266	+	CIPDOL_00250	cysE	serine O-acetyltransferase	COG:COG1045, COG:E, EC:2.3.1.30, GO:0006535, GO:0009001, RefSeq:WP_002265713.1, SO:0001217, UniParc:UPI000264ED00, UniRef:UniRef100_A0A2J9QC35, UniRef:UniRef50_A0A0C1HK44, UniRef:UniRef90_Q8DWB0
contig_8	cds	399	890	-	CIPDOL_00255	nPY1	NADH pyrophosphatase NudC, Nudix superfamily	COG:COG2816, COG:F, RefSeq:WP_002262000.1, SO:0001217, UniParc:UPI00000E2F63, UniRef:UniRef100_Q8DUQ2, UniRef:UniRef50_A0A2X3W4T8, UniRef:UniRef90_A0A1L7LK01
contig_8	cds	891	1586	-	CIPDOL_00260	rimL	Protein N-acetyltransferase, RimJ/RimL family	COG:COG1670, COG:JO, RefSeq:WP_002273193.1, SO:0001217, UniParc:UPI0002B57929, UniRef:UniRef100_UPI0002B57929, UniRef:UniRef50_Q8E7A8, UniRef:UniRef90_A0A2J9QEV1
contig_8	cds	1900	2193	-	CIPDOL_00265	rpmA	50S ribosomal protein L27	COG:COG0211, COG:J, GO:0000315, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:1990904, RefSeq:WP_002261998.1, SO:0001217, UniParc:UPI00000E2F61, UniRef:UniRef100_Q8DUQ4, UniRef:UniRef50_P05657, UniRef:UniRef90_P66137
contig_8	cds	2215	2550	-	CIPDOL_00270	ysxB	DUF464 domain-containing protein	COG:COG2868, COG:S, KEGG:K07584, RefSeq:WP_002264143.1, SO:0001217, UniParc:UPI0002B569D8, UniRef:UniRef100_UPI0002B569D8, UniRef:UniRef50_G5K3T2, UniRef:UniRef90_A0A1L7LKB4
contig_8	cds	2562	2876	-	CIPDOL_00275	rplU	50S ribosomal protein L21	COG:COG0261, COG:J, GO:0000311, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_002261996.1, SO:0001217, UniParc:UPI00000E2F5F, UniRef:UniRef100_Q8DUQ6, UniRef:UniRef50_Q5M159, UniRef:UniRef90_Q8DUQ6
contig_8	ncRNA-region	2911	2986	-			Ribosomal protein L21 leader	RFAM:RF00559, SO:0000140
contig_8	cds	3050	3637	-	CIPDOL_00280		Uncharacterized membrane protein	COG:COG3548, COG:S, RefSeq:WP_002264144.1, SO:0001217, UniParc:UPI0001B05843, UniRef:UniRef100_A0A2J9QET6, UniRef:UniRef50_Q8DUQ8, UniRef:UniRef90_Q8DUQ8
contig_8	cds	3662	4195	-	CIPDOL_00285		N-acetyltransferase domain-containing protein	RefSeq:WP_002278206.1, SO:0001217, UniParc:UPI0002B512E0, UniRef:UniRef100_UPI0002B512E0, UniRef:UniRef50_Q8DUQ9, UniRef:UniRef90_Q8DUQ9
contig_8	cds	4226	5407	-	CIPDOL_00290	capA	Poly-gamma-glutamate biosynthesis protein CapA/YwtB (capsule formation), metallophosphatase superfamily	COG:COG2843, COG:M, RefSeq:WP_011074555.1, SO:0001217, UniParc:UPI00000E2F5B, UniRef:UniRef100_Q8DUR0, UniRef:UniRef50_A0A139QPM0, UniRef:UniRef90_Q8DUR0
contig_8	cds	5545	6336	-	CIPDOL_00295		putative tRNA sulfurtransferase	EC:2.8.1.4, KEGG:K03151, SO:0001217, UniRef:UniRef50_A0A139RML8, UniRef:UniRef90_A0A139RML8
contig_9	cds	72	518	+	CIPDOL_00300	marR	zinc-dependent MarR family transcriptional regulator	COG:COG1846, COG:K, RefSeq:WP_002263427.1, SO:0001217, UniParc:UPI00000E32F0, UniRef:UniRef100_A0A2J9QC93, UniRef:UniRef50_Q04I02, UniRef:UniRef90_A0A2J9QC93
contig_9	cds	521	1231	+	CIPDOL_00305	znuC	ABC-type Mn2+/Zn2+ transport system, ATPase component	COG:COG1121, COG:P, SO:0001217, UniRef:UniRef50_P0A2U6, UniRef:UniRef90_Q8DS42
contig_9	cds	1221	2033	+	CIPDOL_00310	znuB	ABC-type Mn2+/Zn2+ transport system, permease component	COG:COG1108, COG:P, RefSeq:WP_002269925.1, SO:0001217, UniParc:UPI0002B5A82F, UniRef:UniRef100_UPI0002B5A82F, UniRef:UniRef50_A0A2X0SP80, UniRef:UniRef90_Q8DS43
contig_10	cds	44	424	-	CIPDOL_00315		TIGR04197 family type VII secretion effector	RefSeq:WP_002269678.1, SO:0001217, UniParc:UPI0002B5BEED, UniRef:UniRef100_UPI0002B5BEED, UniRef:UniRef50_G5JX85, UniRef:UniRef90_UPI0002B5BDC1
contig_10	cds	441	4799	-	CIPDOL_00320	essC	type VII secretion protein EssC	GO:0003674, GO:0009306, KEGG:K03466, RefSeq:WP_002264566.1, SO:0001217, UniParc:UPI0002B5279E, UniRef:UniRef100_UPI0002B5279E, UniRef:UniRef50_G5JNV8, UniRef:UniRef90_UPI0002B5DFFC
contig_10	cds	4823	6046	-	CIPDOL_00325	essB	type VII secretion protein EssB	GO:0003674, GO:0009306, RefSeq:WP_002264565.1, SO:0001217, UniParc:UPI0002B5D127, UniRef:UniRef100_UPI0002B5D127, UniRef:UniRef50_A0A2X3VZS5, UniRef:UniRef90_UPI00145520DD
contig_10	cds	6047	6283	-	CIPDOL_00330		EsaB/YukD family protein	RefSeq:WP_002264564.1, SO:0001217, UniParc:UPI0002B5F4AE, UniRef:UniRef100_UPI0002B5F4AE, UniRef:UniRef50_Q8E5G1, UniRef:UniRef90_UPI0002B5F4AE
contig_10	cds	6270	6677	-	CIPDOL_00335	essA	type VII secretion protein EssA	GO:0003674, GO:0009306, SO:0001217, UniRef:UniRef50_A0A2X3XZI4, UniRef:UniRef90_UPI000D04500E
contig_10	cds	6778	9945	-	CIPDOL_00340	esaA	type VII secretion protein EsaA	RefSeq:WP_002264562.1, SO:0001217, UniParc:UPI0002B5130B, UniRef:UniRef100_UPI0002B5130B, UniRef:UniRef50_G5JX80, UniRef:UniRef90_UPI000465EDB5
contig_11	cds	31	666	-	CIPDOL_00345		hypothetical protein	
contig_11	cds	770	1315	-	CIPDOL_00350		hypothetical protein	
contig_11	cds	1518	1940	-	CIPDOL_00355		hypothetical protein	
contig_11	cds	2188	2622	-	CIPDOL_00360		hypothetical protein	
contig_11	cds	2633	3457	-	CIPDOL_00365		hypothetical protein	
contig_12	cds	57	1007	+	CIPDOL_00370		hypothetical protein	PFAM:PF00746.25, PFAM:PF05737.16
contig_12	cds	1324	2709	+	CIPDOL_00375	cls	cardiolipin synthase	COG:COG1502, COG:I, GO:0005886, GO:0008808, GO:0032049, SO:0001217, UniRef:UniRef50_P34001, UniRef:UniRef90_P34001
contig_12	ncRNA	2765	2905	+	CIPDOL_00380	asd	MarS sRNA	RFAM:RF01732, SO:0000655
contig_12	cds	2996	4072	+	CIPDOL_00385	asd	aspartate-semialdehyde dehydrogenase	COG:COG0136, COG:E, EC:1.2.1.11, GO:0004073, GO:0008652, GO:0009088, GO:0009089, GO:0009097, GO:0016620, GO:0019877, GO:0046983, GO:0050661, GO:0051287, GO:0071266, KEGG:K00133, RefSeq:WP_002264294.1, SO:0001217, UniParc:UPI0001B056F6, UniRef:UniRef100_A0A829BM86, UniRef:UniRef50_P10539, UniRef:UniRef90_P10539
contig_12	cds	4113	4994	+	CIPDOL_00390	dapA	4-hydroxy-tetrahydrodipicolinate synthase	COG:COG0329, COG:EM, EC:4.3.3.7, GO:0005737, GO:0008840, GO:0009089, GO:0019877, RefSeq:WP_002262854.1, SO:0001217, UniParc:UPI00000E2FCD, UniRef:UniRef100_Q8DUE5, UniRef:UniRef50_Q9CF61, UniRef:UniRef90_Q8DUE5
contig_12	cds	5302	5640	+	CIPDOL_00395	nrdD	Anaerobic ribonucleoside-triphosphate reductase	COG:COG1328, COG:F, RefSeq:WP_002264292.1, SO:0001217, UniParc:UPI0002B50BD1, UniRef:UniRef100_UPI0002B50BD1, UniRef:UniRef50_A0A081SC68, UniRef:UniRef90_A0A1Q8RHZ3
contig_13	cds	220	1257	+	CIPDOL_00400		SDR family oxidoreductase	RefSeq:WP_002265304.1, SO:0001217, UniParc:UPI0002B4DF53, UniRef:UniRef100_UPI0002B4DF53, UniRef:UniRef50_A0A0U5FPQ1, UniRef:UniRef90_UPI0002B4DF53
contig_13	cds	1301	1621	-	CIPDOL_00405		Transposase	SO:0001217, UniRef:UniRef50_Q48V03
contig_13	ncRNA	2557	2663	+	CIPDOL_00410	Srn266	Streptococcus RNA 266	RFAM:RF02822, SO:0000655
contig_13	cds	4337	5035	+	CIPDOL_00415		Response regulator ScnR-like protein	RefSeq:WP_002263491.1, SO:0001217, UniParc:UPI00000E326F, UniRef:UniRef100_Q8DSH0, UniRef:UniRef50_S1N5E3, UniRef:UniRef90_Q8DSH0
contig_13	cds	5053	6432	+	CIPDOL_00420		histidine kinase	RefSeq:WP_002263492.1, SO:0001217, UniParc:UPI00000E326E, UniRef:UniRef100_Q8DSH1, UniRef:UniRef50_O31049, UniRef:UniRef90_Q8DSH1
contig_13	cds	6485	6595	-	CIPDOL_00425		Transposase	SO:0001217, UniParc:UPI00000E326D, UniRef:UniRef100_Q8DSH2, UniRef:UniRef50_Q8DSH2, UniRef:UniRef90_Q8DSH2
contig_13	cds	7011	7640	-	CIPDOL_00430		Transposase	SO:0001217, UniRef:UniRef50_A0A7U7C4G8, UniRef:UniRef90_A0A3S4P2Z0
contig_13	cds	7800	8267	-	CIPDOL_00435		helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A811IFX9, UniRef:UniRef90_UPI0022836B93
contig_13	ncRNA	8279	8388	+	CIPDOL_00440	Srn266	Streptococcus RNA 266	RFAM:RF02822, SO:0000655
contig_14	cds	10	2538	-	CIPDOL_00445	polC	bifunctional DnaQ family exonuclease/ATP-dependent helicase	COG:COG2176, COG:L, GO:0003677, GO:0003887, GO:0004386, GO:0005524, GO:0006139, GO:0006260, GO:0008408, SO:0001217, UniRef:UniRef50_A0A412F3A6, UniRef:UniRef90_Q8DTM0
contig_14	cds	2731	3564	+	CIPDOL_00450	ybbA	putative hydrolase of the alpha/beta superfamily	COG:COG2819, COG:R, RefSeq:WP_019313300.1, SO:0001217, UniParc:UPI0002F17EA5, UniRef:UniRef100_UPI0002F17EA5, UniRef:UniRef50_A0A448U272, UniRef:UniRef90_A0A2J9QDM3
contig_15	cds	7	840	-	CIPDOL_00455	ybjT	DUF2867 domain-containing protein	COG:COG0702, COG:R, RefSeq:WP_002273211.1, SO:0001217, UniParc:UPI0002B570E2, UniRef:UniRef100_UPI0002B570E2, UniRef:UniRef50_A0A448HE95, UniRef:UniRef90_Q8DUU7
contig_15	cds	930	1337	-	CIPDOL_00460	fadM	Acyl-CoA thioesterase FadM	COG:COG0824, COG:I, RefSeq:WP_002264782.1, SO:0001217, UniParc:UPI00000E2F35, UniRef:UniRef100_A0A2J9QEY6, UniRef:UniRef50_S1QYH6, UniRef:UniRef90_A0A2J9QEY6
contig_15	cds	1371	1748	-	CIPDOL_00465		hypothetical protein	RefSeq:WP_002261948.1, SO:0001217, UniParc:UPI00000E2F34, UniRef:UniRef100_A0A2J9QF05, UniRef:UniRef50_J3AIW8, UniRef:UniRef90_A0A2J9QF05
contig_15	cds	1835	2224	-	CIPDOL_00470	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	RefSeq:WP_002261947.1, SO:0001217, UniParc:UPI00000E2F33, UniRef:UniRef100_A0A2J9QEY9, UniRef:UniRef50_I7J8X3, UniRef:UniRef90_A0A2J9QEY9
contig_15	cds	2497	2958	-	CIPDOL_00475		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A090JLT7
contig_15	cds	3487	4122	-	CIPDOL_00480		Protease	RefSeq:WP_002264789.1, SO:0001217, UniParc:UPI0002B4ED0F, UniRef:UniRef100_UPI0002B4ED0F, UniRef:UniRef50_Q8DUV3, UniRef:UniRef90_Q8DUV3
contig_15	cds	4651	6006	-	CIPDOL_00485	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	COG:COG2265, COG:J, EC:2.1.1.-, EC:2.1.1.190, GO:0008173, GO:0008649, GO:0008757, GO:0034470, RefSeq:WP_002264790.1, SO:0001217, UniParc:UPI0002B50563, UniRef:UniRef100_UPI0002B50563, UniRef:UniRef50_Q9CGB9, UniRef:UniRef90_Q8DUV4
contig_15	cds	6178	7566	-	CIPDOL_00490	cps2a	Anionic cell wall polymer biosynthesis enzyme TagV/TagU, LytR-Cps2A-Psr (LCP) family (peptidoglycan teichoic acid transferase)	COG:COG1316, COG:M, RefSeq:WP_002261941.1, SO:0001217, UniParc:UPI00000E2F2E, UniRef:UniRef100_A0A2J9QEZ1, UniRef:UniRef50_I2J863, UniRef:UniRef90_A0A1L7LKA0
contig_15	cds	7611	8435	-	CIPDOL_00495	pheA	prephenate dehydratase	COG:COG0077, COG:E, EC:4.2.1.51, GO:0004664, GO:0009094, RefSeq:WP_002264791.1, SO:0001217, UniParc:UPI000264EE1A, UniRef:UniRef100_A0A2J9QF04, UniRef:UniRef50_Q9CEU2, UniRef:UniRef90_Q8DUV6
