# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	10180	10518	-	CEEJIN_00055		Transposase	SO:0001217, UniRef:UniRef50_Q8DTI7, UniRef:UniRef90_Q8DTI7
contig_1	cds	10481	10849	-	CEEJIN_00060		Transposase	SO:0001217, UniRef:UniRef50_Q8DTI8, UniRef:UniRef90_Q8DTI8
contig_1	cds	11032	11607	-	CEEJIN_00065	mubR	mutanobactin A biosynthesis transcriptional regulator MubR	BlastRules:WP_002266732, COG:COG1309, COG:K, RefSeq:WP_002266732.1, SO:0001217, UniParc:UPI00000E30FE, UniRef:UniRef100_Q8DTI9, UniRef:UniRef50_Q8DTI9, UniRef:UniRef90_Q8DTI9
contig_1	cds	11959	12660	+	CEEJIN_00070	mubX	mutanobactin A system ABC transporter ATP-binding subunit MubX	BlastRules:WP_002263277, COG:COG1136, COG:M, RefSeq:WP_002265149.1, SO:0001217, UniParc:UPI000268A8BA, UniRef:UniRef100_A0A2J9QDL9, UniRef:UniRef50_A0A654CH71, UniRef:UniRef90_Q8CM14
contig_1	cds	12662	15007	+	CEEJIN_00075	mubY	mutanobactin A system ABC transporter permease subunit MubY	BlastRules:WP_011074618, COG:COG4591, COG:M, SO:0001217, UniRef:UniRef50_Q8DTH6, UniRef:UniRef90_Q8DTH6
contig_1	cds	15084	15719	+	CEEJIN_00080	grsT	Surfactin synthase thioesterase subunit	COG:COG3208, COG:Q, SO:0001217, UniRef:UniRef50_Q8DTJ1, UniRef:UniRef90_Q8DTJ1
contig_1	cds	15734	17632	+	CEEJIN_00085	mubE	mutanobactin A non-ribosomal peptide synthetase MubE	BlastRules:WP_002310356, COG:COG0318, COG:I, SO:0001217, UniRef:UniRef50_Q8DTJ2, UniRef:UniRef90_Q8DTJ2
contig_1	cds	17659	18864	+	CEEJIN_00090	mubG	mutanobactin A biosynthesis transacylase MubG	BlastRules:WP_011074617, SO:0001217, UniRef:UniRef50_Q8DTJ3, UniRef:UniRef90_Q8DTJ3
contig_1	cds	18870	22223	+	CEEJIN_00095	mubH	mutanobactin A polyketide synthase MubH	BlastRules:WP_011074616, COG:COG3321, COG:Q, RefSeq:WP_002267528.1, SO:0001217, UniParc:UPI000268A8B6, UniRef:UniRef100_Q8DTJ4, UniRef:UniRef50_Q8DTJ4, UniRef:UniRef90_Q8DTJ4
contig_1	cds	22269	30443	+	CEEJIN_00100	mubA	mutanobactin A non-ribosomal peptide synthetase MubA	BlastRules:WP_002267529, COG:COG4908, COG:R, RefSeq:WP_156294855.1, SO:0001217, UniParc:UPI0012E24E08, UniRef:UniRef100_UPI0012E24E08, UniRef:UniRef50_Q8DTJ5, UniRef:UniRef90_Q8DTJ5
contig_1	cds	30462	34151	+	CEEJIN_00105	mubB	mutanobactin A non-ribosomal peptide synthetase MubB	BlastRules:WP_002267530, COG:COG1020, COG:Q, RefSeq:WP_002267530.1, SO:0001217, UniParc:UPI00000E30F7, UniRef:UniRef100_Q8DTJ6, UniRef:UniRef50_Q8DTJ6, UniRef:UniRef90_Q8DTJ6
contig_1	cds	34151	39037	+	CEEJIN_00110	mubC	mutanobactin A non-ribosomal peptide synthetase MubC	BlastRules:WP_002352315, RefSeq:WP_002267531.1, SO:0001217, UniParc:UPI0002B4E12F, UniRef:UniRef100_UPI0002B4E12F, UniRef:UniRef50_Q8DTJ7, UniRef:UniRef90_Q8DTJ7
contig_1	cds	39090	43502	+	CEEJIN_00115	mubD	mutanobactin A non-ribosomal peptide synthetase MubD	BlastRules:WP_011074615, COG:COG3320, COG:Q, SO:0001217, UniRef:UniRef50_Q8DTJ8, UniRef:UniRef90_Q8DTJ8
contig_1	cds	43530	44747	+	CEEJIN_00120	mubZ	mutanobactin A system MFS transporter MubZ	BlastRules:WP_011074614, KEGG:K08217, RefSeq:WP_002267533.1, SO:0001217, UniParc:UPI0002B5652A, UniRef:UniRef100_Q8DTJ9, UniRef:UniRef50_Q8DTJ9, UniRef:UniRef90_Q8DTJ9
contig_1	cds	44776	45525	+	CEEJIN_00125	mubM	mutanobactin A biosynthesis alpha/beta hydrolase MubM	BlastRules:WP_002267534, COG:COG0596, COG:HR, RefSeq:WP_002267534.1, SO:0001217, UniParc:UPI00000E30F3, UniRef:UniRef100_Q8DTK0, UniRef:UniRef50_Q8DTK0, UniRef:UniRef90_Q8DTK0
contig_1	cds	45554	46492	+	CEEJIN_00130	mubI	mutanobactin A biosynthesis transacylase MubI	BlastRules:WP_002273736, COG:COG0331, COG:I, RefSeq:WP_002267535.1, SO:0001217, UniParc:UPI0002B51AD0, UniRef:UniRef100_UPI0002B51AD0, UniRef:UniRef50_Q8DTK1, UniRef:UniRef90_Q8DTK1
contig_1	cds	46505	47488	+	CEEJIN_00135	mubJ	mutanobactin A biosynthesis reductase MubJ	BlastRules:WP_002273737, COG:COG2070, COG:R, EC:1.3.1.9, KEGG:K02371, RefSeq:WP_002267536.1, SO:0001217, UniParc:UPI0002B4E5CB, UniRef:UniRef100_UPI0002B4E5CB, UniRef:UniRef50_A0A943WV69, UniRef:UniRef90_Q8DTK2
contig_1	cds	47516	48208	+	CEEJIN_00140	mubP	mutanobactin A biosynthesis phosphopantetheinyl transferase MubP	BlastRules:WP_002267537, RefSeq:WP_002267537.1, SO:0001217, UniParc:UPI00000E30F0, UniRef:UniRef100_Q8DTK3, UniRef:UniRef50_Q8DTK3, UniRef:UniRef90_Q8DTK3
contig_1	cds	48444	48743	+	CEEJIN_00145		Putative transposase	SO:0001217, UniRef:UniRef50_A0A822VMF9
contig_1	ncRNA	48734	48843	-	CEEJIN_00150	Srn266	Streptococcus RNA 266	RFAM:RF02822, SO:0000655
contig_1	cds	49642	50106	+	CEEJIN_00155		Transposase IS204/IS1001/IS1096/IS1165 DDE domain-containing protein	SO:0001217, UniRef:UniRef50_E8JNN5
contig_1	cds	51385	52506	+	CEEJIN_00160	queG	tRNA epoxyqueuosine(34) reductase QueG	COG:COG1600, COG:J, EC:1.17.99.6, GO:0008616, GO:0051539, GO:0052693, SO:0001217, UniRef:UniRef50_A0A0E1EFR9, UniRef:UniRef90_Q8DTK8
contig_1	cds	52674	53651	+	CEEJIN_00165	prfB	peptide chain release factor 2	COG:COG1186, COG:J, GO:0005737, GO:0016149, SO:0001217, UniParc:UPI00000E30EA, UniRef:UniRef100_A0A2J9QEH2, UniRef:UniRef50_P28367, UniRef:UniRef90_A2RFN2
contig_1	cds	53673	54365	+	CEEJIN_00170	ftsE	cell division ATP-binding protein FtsE	COG:COG2884, COG:D, GO:0000910, GO:0005524, RefSeq:WP_002265091.1, SO:0001217, UniParc:UPI0001B0550F, UniRef:UniRef100_A0A2J9QDM8, UniRef:UniRef50_Q8DTL0, UniRef:UniRef90_Q8DTL0
contig_1	cds	54349	55293	+	CEEJIN_00175	ftsX	permease-like cell division protein FtsX	COG:COG2177, COG:D, GO:0016020, SO:0001217, UniRef:UniRef50_Q04LE4, UniRef:UniRef90_A0A1L7LIP0
contig_1	cds	55416	56054	-	CEEJIN_00180	gloB	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	COG:COG0491, COG:R, RefSeq:WP_002289834.1, SO:0001217, UniParc:UPI0002B503F5, UniRef:UniRef100_UPI0002B503F5, UniRef:UniRef50_A0A150NPC9, UniRef:UniRef90_Q8DTL2
contig_1	cds	56179	56943	+	CEEJIN_00185	fabG	(S)-acetoin forming diacetyl reductase	COG:COG1028, COG:I, EC:1.1.1.304, GO:0019152, GO:0045150, RefSeq:WP_002269786.1, SO:0001217, UniParc:UPI0002B52415, UniRef:UniRef100_UPI0002B52415, UniRef:UniRef50_A0A0D1M0G4, UniRef:UniRef90_Q8DTL3
contig_1	cds	56887	57027	-	CEEJIN_00190		hypothetical protein	
contig_1	cds	57087	58265	+	CEEJIN_00195	accC	Biotin carboxylase	COG:COG0439, COG:I, RefSeq:WP_002289835.1, SO:0001217, UniParc:UPI0002B59AF1, UniRef:UniRef100_UPI0002B59AF1, UniRef:UniRef50_A0A0F5EXW4, UniRef:UniRef90_Q8DTL4
contig_1	cds	58301	59158	+	CEEJIN_00200		Esterase/lipase superfamily enzyme	COG:COG4947, COG:R, SO:0001217, UniRef:UniRef50_A3CN30, UniRef:UniRef90_A0A829BVE1
contig_1	cds	59004	59483	-	CEEJIN_00205		hypothetical protein	
contig_1	cds	59725	60219	+	CEEJIN_00210		hypothetical protein	RefSeq:WP_002274021.1, SO:0001217, UniParc:UPI0002B58B25, UniRef:UniRef100_A0A2J9QGT8, UniRef:UniRef50_A0A2J9QGT8, UniRef:UniRef90_A0A2J9QGT8
contig_1	cds	60257	60988	+	CEEJIN_00215		ABC transporter permease	RefSeq:WP_002271697.1, SO:0001217, UniParc:UPI0002B52212, UniRef:UniRef100_A0A2J9QDN6, UniRef:UniRef50_Q8DTL7, UniRef:UniRef90_Q8DTL7
contig_1	cds	60990	61643	+	CEEJIN_00220		ATP-binding protein	RefSeq:WP_002265728.1, SO:0001217, UniParc:UPI000264EEC7, UniRef:UniRef100_A0A829BM11, UniRef:UniRef50_Q8DTL8, UniRef:UniRef90_Q8DTL8
contig_1	cds	61861	62694	-	CEEJIN_00225	ybbA	putative hydrolase of the alpha/beta superfamily	COG:COG2819, COG:R, RefSeq:WP_002263714.1, SO:0001217, UniParc:UPI0001B05517, UniRef:UniRef100_A0A2J9QDM3, UniRef:UniRef50_A0A448U272, UniRef:UniRef90_A0A2J9QDM3
contig_1	cds	62887	65415	+	CEEJIN_00230	polC	bifunctional DnaQ family exonuclease/ATP-dependent helicase	COG:COG2176, COG:L, GO:0003677, GO:0003887, GO:0004386, GO:0005524, GO:0006139, GO:0006260, GO:0008408, RefSeq:WP_002274023.1, SO:0001217, UniParc:UPI0002B59C63, UniRef:UniRef100_A0A829BKC3, UniRef:UniRef50_A0A412F3A6, UniRef:UniRef90_Q8DTM0
contig_1	cds	65481	66662	+	CEEJIN_00235	aspB	Asparagine--oxo-acid transaminase	COG:COG0436, COG:E, EC:2.6.1.14, GO:0009058, GO:0030170, GO:0047297, RefSeq:WP_002279998.1, SO:0001217, UniParc:UPI0002B58A0B, UniRef:UniRef100_UPI0002B58A0B, UniRef:UniRef50_Q8DTM1, UniRef:UniRef90_Q8DTM1
contig_1	cds	66715	68061	+	CEEJIN_00240	asnS	asparagine--tRNA ligase	COG:COG0017, COG:J, EC:6.1.1.22, GO:0003676, GO:0004816, GO:0005524, GO:0005737, GO:0006421, GO:0016740, KEGG:K01893, RefSeq:WP_002263717.1, SO:0001217, UniParc:UPI00000E30DD, UniRef:UniRef100_Q8DTM2, UniRef:UniRef50_P54262, UniRef:UniRef90_Q8DTM2
contig_1	cds	68577	69668	+	CEEJIN_00245	gldA	Glycerol dehydrogenase or related enzyme, iron-containing ADH family	COG:C, COG:COG0371, RefSeq:WP_002263718.1, SO:0001217, UniParc:UPI00000E30DB, UniRef:UniRef100_Q8DTM4, UniRef:UniRef50_X5KFH6, UniRef:UniRef90_Q8DTM4
contig_1	cds	69698	70075	+	CEEJIN_00250	ridA	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	COG:COG0251, COG:V, RefSeq:WP_002263719.1, SO:0001217, UniParc:UPI00000E30DA, UniRef:UniRef100_A0A2J9QDP3, UniRef:UniRef50_O34133, UniRef:UniRef90_A0A2J9QDP3
contig_1	cds	70206	70964	+	CEEJIN_00255		Uncharacterized membrane protein	COG:COG4420, COG:S, RefSeq:WP_002263720.1, SO:0001217, UniParc:UPI00000E30D9, UniRef:UniRef100_A0A2J9QDQ5, UniRef:UniRef50_E9DN04, UniRef:UniRef90_A0A2J9QDQ5
contig_1	cds	70957	71847	+	CEEJIN_00260	rapZ	RNase adapter RapZ	COG:COG1660, COG:T, GO:0005524, GO:0005525, KEGG:K06958, RefSeq:WP_002263721.1, SO:0001217, UniParc:UPI00000E30D8, UniRef:UniRef100_Q8DTM7, UniRef:UniRef50_A3CM36, UniRef:UniRef90_Q8DTM7
contig_1	cds	71844	72821	+	CEEJIN_00265	cofD	Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family	COG:COG0391, COG:GH, RefSeq:WP_002265731.1, SO:0001217, UniParc:UPI0001B0551B, UniRef:UniRef100_A0A2J9QDP6, UniRef:UniRef50_P0DG78, UniRef:UniRef90_Q8DTM8
contig_1	cds	72818	73729	+	CEEJIN_00270	whiA	DNA-binding protein WhiA	COG:COG1481, COG:K, GO:0003677, GO:0007049, GO:0043937, GO:0051301, KEGG:K09762, RefSeq:WP_002264986.1, SO:0001217, UniParc:UPI0001B0551C, UniRef:UniRef100_UPI0001B0551C, UniRef:UniRef50_Q8DTM9, UniRef:UniRef90_Q8DTM9
contig_1	cds	74333	75730	+	CEEJIN_00275	pepD	C69 family dipeptidase	COG:COG4690, COG:E, EC:3.4.13.-, GO:0006508, GO:0016805, RefSeq:WP_002351154.1, SO:0001217, UniParc:UPI0002B54146, UniRef:UniRef100_UPI0002B54146, UniRef:UniRef50_A0A0H1UN73, UniRef:UniRef90_Q8DTN0
contig_1	cds	75957	77477	+	CEEJIN_00280	zinT	Periplasmic Zn/Cd-binding protein ZinT	COG:COG3443, COG:P, RefSeq:WP_002351153.1, SO:0001217, UniParc:UPI0002B57374, UniRef:UniRef100_UPI0002B57374, UniRef:UniRef50_Q8CWN2, UniRef:UniRef90_A0A829BFE6
contig_1	cds	77637	78392	+	CEEJIN_00285		Methyltransferase	RefSeq:WP_002298610.1, SO:0001217, UniParc:UPI000264EECC, UniRef:UniRef100_UPI000264EECC, UniRef:UniRef50_Q57060, UniRef:UniRef90_Q8DTN2
contig_1	cds	78446	78793	+	CEEJIN_00290	qdoI	Cupin domain protein related to quercetin dioxygenase	COG:COG1917, COG:R, RefSeq:WP_002263146.1, SO:0001217, UniParc:UPI0001B05520, UniRef:UniRef100_UPI0001B05520, UniRef:UniRef50_Q8DTN3, UniRef:UniRef90_Q8DTN3
contig_1	cds	78786	79109	+	CEEJIN_00295		Acetate kinase	RefSeq:WP_002263147.1, SO:0001217, UniParc:UPI00000E30D1, UniRef:UniRef100_Q8DTN4, UniRef:UniRef50_G5JYT8, UniRef:UniRef90_Q8DTN4
contig_1	cds	79149	79391	-	CEEJIN_00300	rpmE2	type B 50S ribosomal protein L31	COG:COG0254, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:1990904, KEGG:K02909, SO:0001217, UniParc:UPI00000E30D0, UniRef:UniRef100_Q8DTN5, UniRef:UniRef50_Q8DTN5, UniRef:UniRef90_Q8DTN5
contig_1	cds	79488	80420	-	CEEJIN_00305	nrnA	putative bifunctional oligoribonuclease and PAP phosphatase NrnA	COG:COG0618, COG:FT, EC:3.1.-.-, GO:0003676, GO:0004527, GO:0008441, KEGG:K06881, RefSeq:WP_002263149.1, SO:0001217, UniParc:UPI00000E30CF, UniRef:UniRef100_Q8DTN6, UniRef:UniRef50_Q8DTN6, UniRef:UniRef90_Q8DTN6
contig_1	cds	80492	81283	-	CEEJIN_00310	yghU	glutathione-dependent disulfide-bond oxidoreductase	COG:COG0625, COG:O, EC:2.-.-.-, GO:0005515, GO:0006749, GO:0016740, RefSeq:WP_002263150.1, SO:0001217, UniParc:UPI00000E30CE, UniRef:UniRef100_Q8DTN7, UniRef:UniRef50_Q8DTN7, UniRef:UniRef90_Q8DTN7
contig_1	cds	81391	82404	+	CEEJIN_00315	add	adenosine deaminase	COG:COG1816, COG:F, EC:3.5.4.4, GO:0004000, GO:0008270, GO:0009117, GO:0009168, GO:0043101, GO:0046936, SO:0001217, UniRef:UniRef50_Q8DTN8, UniRef:UniRef90_Q8DTN8
contig_1	cds	82467	82910	+	CEEJIN_00320	fldA	flavodoxin	COG:C, COG:COG0716, RefSeq:WP_002263152.1, SO:0001217, UniParc:UPI00000E30CC, UniRef:UniRef100_Q8DTN9, UniRef:UniRef50_Q8DTN9, UniRef:UniRef90_Q8DTN9
contig_1	cds	83070	84452	+	CEEJIN_00325	sufB	Fe-S cluster assembly protein SufB	COG:COG0719, COG:O, GO:0005198, GO:0016226, RefSeq:WP_002263153.1, SO:0001217, UniParc:UPI00000E30CB, UniRef:UniRef100_A0A2J9QDP9, UniRef:UniRef50_A0A6N7BUA7, UniRef:UniRef90_A0A2J9QDP9
contig_1	cds	84874	85551	+	CEEJIN_00330	tVP38	Uncharacterized membrane protein YdjX, related to fungal oxalate transporter, TVP38/TMEM64 family	COG:COG0398, COG:S, RefSeq:WP_002269752.1, SO:0001217, UniParc:UPI0002B5A298, UniRef:UniRef100_UPI0002B5A298, UniRef:UniRef50_Q8DTP1, UniRef:UniRef90_Q8DTP1
contig_1	cds	85597	85869	+	CEEJIN_00335	pheA	Chorismate mutase	COG:COG1605, COG:E, RefSeq:WP_002263155.1, SO:0001217, UniParc:UPI00000E30C9, UniRef:UniRef100_Q8DTP2, UniRef:UniRef50_A0A917AA40, UniRef:UniRef90_Q8DTP2
contig_1	cds	85859	87079	+	CEEJIN_00340		Permease, chloride channel	RefSeq:WP_002268380.1, SO:0001217, UniParc:UPI0002B502A3, UniRef:UniRef100_A0A0M4V9L0, UniRef:UniRef50_C9CPP6, UniRef:UniRef90_Q8DTP3
contig_1	cds	87165	88385	+	CEEJIN_00345	clcA	H+/Cl- antiporter ClcA	COG:COG0038, COG:P, RefSeq:WP_002263157.1, SO:0001217, UniParc:UPI00000E30C7, UniRef:UniRef100_Q8DTP4, UniRef:UniRef50_C9CPP6, UniRef:UniRef90_A0A0M5NAN3
contig_1	cds	88547	88867	+	CEEJIN_00350		hypothetical protein	
contig_1	cds	88953	90173	+	CEEJIN_00355	clcA	H+/Cl- antiporter ClcA	COG:COG0038, COG:P, RefSeq:WP_002263157.1, SO:0001217, UniParc:UPI00000E30C7, UniRef:UniRef100_Q8DTP4, UniRef:UniRef50_C9CPP6, UniRef:UniRef90_A0A0M5NAN3
contig_1	cds	90335	90655	+	CEEJIN_00360		hypothetical protein	
contig_1	cds	90741	91961	+	CEEJIN_00365	clcA	H+/Cl- antiporter ClcA	COG:COG0038, COG:P, RefSeq:WP_002263157.1, SO:0001217, UniParc:UPI00000E30C7, UniRef:UniRef100_Q8DTP4, UniRef:UniRef50_C9CPP6, UniRef:UniRef90_A0A0M5NAN3
contig_1	cds	92123	92443	+	CEEJIN_00370		hypothetical protein	
contig_1	cds	92529	93749	+	CEEJIN_00375	clcA	H+/Cl- antiporter ClcA	COG:COG0038, COG:P, RefSeq:WP_002263157.1, SO:0001217, UniParc:UPI00000E30C7, UniRef:UniRef100_Q8DTP4, UniRef:UniRef50_C9CPP6, UniRef:UniRef90_A0A0M5NAN3
contig_1	cds	93911	94231	+	CEEJIN_00380		hypothetical protein	
contig_1	cds	94317	95537	+	CEEJIN_00385	clcA	H+/Cl- antiporter ClcA	COG:COG0038, COG:P, RefSeq:WP_002263157.1, SO:0001217, UniParc:UPI00000E30C7, UniRef:UniRef100_Q8DTP4, UniRef:UniRef50_C9CPP6, UniRef:UniRef90_A0A0M5NAN3
contig_1	cds	95727	96074	+	CEEJIN_00390	rplS	50S ribosomal protein L19	COG:COG0335, COG:J, GO:0000311, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:1990904, RefSeq:WP_002263158.1, SO:0001217, UniParc:UPI00000E30C6, UniRef:UniRef100_Q8DTP5, UniRef:UniRef50_Q9CH65, UniRef:UniRef90_Q8DTP5
contig_1	cds	96253	96603	-	CEEJIN_00395	soxR	DNA-binding transcriptional regulator, MerR family	COG:COG0789, COG:K, RefSeq:WP_002263159.1, SO:0001217, UniParc:UPI00000E30C5, UniRef:UniRef100_A0A2J9QDR2, UniRef:UniRef50_G5JR70, UniRef:UniRef90_A0A2J9QDR2
contig_1	cds	96754	97932	+	CEEJIN_00400	araJ	putative arabinose efflux permease AraJ, MFS family	COG:COG2814, COG:G, KEGG:K08224, RefSeq:WP_002351152.1, SO:0001217, UniParc:UPI0002B5E3A6, UniRef:UniRef100_UPI0002B5E3A6, UniRef:UniRef50_Q8DTP7, UniRef:UniRef90_Q8DTP7
contig_1	cds	97934	98593	+	CEEJIN_00405	ywnB	Putative NADH-flavin reductase	COG:COG2910, COG:R, RefSeq:WP_002351151.1, SO:0001217, UniParc:UPI0002B5B8CD, UniRef:UniRef100_UPI0002B5B8CD, UniRef:UniRef50_Q8DTP8, UniRef:UniRef90_Q8DTP8
contig_1	tRNA	98673	98744	+	CEEJIN_00410	trnR	tRNA-Arg(cct)	SO:0001036
contig_1	cds	98853	99419	-	CEEJIN_00415	acrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	COG:COG1309, COG:K, RefSeq:WP_002273184.1, SO:0001217, UniParc:UPI0002B5539E, UniRef:UniRef100_A0A2J9QDR6, UniRef:UniRef50_G5JTG9, UniRef:UniRef90_Q8DTP9
contig_1	cds	99558	100676	+	CEEJIN_00420	menH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold	COG:COG0596, COG:HR, RefSeq:WP_002265603.1, SO:0001217, UniParc:UPI000264EED8, UniRef:UniRef100_UPI000264EED8, UniRef:UniRef50_Q8DTQ0, UniRef:UniRef90_Q8DTQ0
contig_1	cds	100883	102109	+	CEEJIN_00425	ftsW	Peptodoglycan polymerase FtsW/RodA/SpoVE	COG:COG0772, COG:D, RefSeq:WP_002263164.1, SO:0001217, UniParc:UPI00000E4915, UniRef:UniRef100_Q8CWX3, UniRef:UniRef50_Q5M3Y0, UniRef:UniRef90_Q8CWX3
contig_1	cds	102531	103115	+	CEEJIN_00430	gph	Phosphoglycolate phosphatase, HAD superfamily	COG:C, COG:COG0546, RefSeq:WP_002273633.1, SO:0001217, UniParc:UPI000268A848, UniRef:UniRef100_UPI000268A848, UniRef:UniRef50_A0A6N3E522, UniRef:UniRef90_A0A829BIM3
contig_1	cds	103115	105067	+	CEEJIN_00435	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	COG:COG0187, COG:L, EC:5.6.2.2, GO:0003918, GO:0006265, GO:0009330, RefSeq:WP_002263167.1, SO:0001217, UniParc:UPI00000E30BF, UniRef:UniRef100_A0A2J9QEL1, UniRef:UniRef50_A0A133XYW1, UniRef:UniRef90_A0A0P0N737
contig_1	cds	105163	106887	+	CEEJIN_00440	ezrA	septation ring formation regulator EzrA	COG:COG4477, COG:D, GO:0000917, GO:0000921, GO:0005886, GO:0005940, KEGG:K06286, RefSeq:WP_002264984.1, SO:0001217, UniParc:UPI0002B54061, UniRef:UniRef100_UPI0002B54061, UniRef:UniRef50_Q8DTQ3, UniRef:UniRef90_Q8DTQ3
contig_1	cds	108061	109110	+	CEEJIN_00445	hisC	histidinol-phosphate transaminase	COG:COG0079, COG:E, EC:2.6.1.9, GO:0000105, GO:0004400, GO:0030170, KEGG:K00817, RefSeq:WP_002263171.1, SO:0001217, UniParc:UPI00000E30BD, UniRef:UniRef100_Q8DTQ4, UniRef:UniRef50_Q8DTQ4, UniRef:UniRef90_Q8DTQ4
contig_1	cds	109107	110069	+	CEEJIN_00450	hisZ	ATP phosphoribosyltransferase regulatory subunit	COG:COG3705, COG:E, GO:0000105, GO:0005737, GO:0016740, RefSeq:WP_002273189.1, SO:0001217, UniParc:UPI000268A844, UniRef:UniRef100_UPI000268A844, UniRef:UniRef50_Q8DTQ5, UniRef:UniRef90_Q8DTQ5
contig_1	cds	110079	110726	+	CEEJIN_00455	hisG	ATP phosphoribosyltransferase	COG:COG0040, COG:E, EC:2.4.2.17, GO:0000105, GO:0003879, GO:0005524, GO:0005737, KEGG:K00765, RefSeq:WP_002267268.1, SO:0001217, UniParc:UPI000264EF00, UniRef:UniRef100_UPI000264EF00, UniRef:UniRef50_Q8Y9G0, UniRef:UniRef90_Q8DTQ6
contig_1	cds	110723	112006	+	CEEJIN_00460	hisD	Histidinol dehydrogenase	COG:COG0141, COG:E, EC:1.1.1.23, GO:0000105, GO:0004399, GO:0008270, GO:0051287, RefSeq:WP_002265597.1, SO:0001217, UniParc:UPI000268A843, UniRef:UniRef100_A0A2J9QDS2, UniRef:UniRef50_Q8Y9G1, UniRef:UniRef90_Q8DTQ7
contig_1	cds	111993	112640	+	CEEJIN_00465	serB	phosphoserine phosphatase SerB	COG:COG0560, COG:E, EC:3.1.3.3, GO:0006564, GO:0036424, RefSeq:WP_002273190.1, SO:0001217, UniParc:UPI0002B5FBE5, UniRef:UniRef100_UPI0002B5FBE5, UniRef:UniRef50_Q9CHW3, UniRef:UniRef90_Q8DTQ8
