# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_5	cds	34	615	-	EEMAJC_00060	grpB	GrpB domain, putative nucleotidyltransferase, UPF0157 family	COG:COG2320, COG:R, RefSeq:WP_002311176.1, SO:0001217, UniParc:UPI0002BDF3C5, UniRef:UniRef100_UPI0002BDF3C5, UniRef:UniRef50_T1ZFE1, UniRef:UniRef90_A0A829BR66
contig_5	cds	733	1518	-	EEMAJC_00065	tsaC	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	COG:COG0009, COG:J, RefSeq:WP_002263642.1, SO:0001217, UniParc:UPI00000E3114, UniRef:UniRef100_A0A2J9QDL0, UniRef:UniRef50_A0A0H3CPK3, UniRef:UniRef90_A0A139NPW6
contig_6	cds	85	213	+	EEMAJC_00070		hypothetical protein	RefSeq:WP_002262718.1, SO:0001217, UniParc:UPI00000E3123, UniRef:UniRef100_A0A090B431, UniRef:UniRef50_A0A1L7LIF4, UniRef:UniRef90_A0A1L7LIF4
contig_6	cds	462	2297	+	EEMAJC_00075	lepA	translation elongation factor 4	COG:COG0481, COG:J, EC:3.6.5.n1, GO:0003746, GO:0003924, GO:0005525, GO:0005886, GO:0043022, GO:0045727, SO:0001217, UniRef:UniRef50_Q39US7, UniRef:UniRef90_Q8DTF3
contig_6	cds	2326	3153	+	EEMAJC_00080	menH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold	COG:COG0596, COG:HR, RefSeq:WP_002295518.1, SO:0001217, UniParc:UPI0002B4E42E, UniRef:UniRef100_A0A0H5AVQ4, UniRef:UniRef50_Q8DTF4, UniRef:UniRef90_Q8DTF4
contig_6	cds	3232	3708	+	EEMAJC_00085	rimI	Ribosomal protein S18 acetylase RimI and related acetyltransferases	COG:COG0456, COG:J, SO:0001217, UniRef:UniRef50_A0A3R9HVS1, UniRef:UniRef90_Q8DTF5
contig_6	cds	3788	4396	+	EEMAJC_00090		DUF6287 domain-containing protein	RefSeq:WP_019804127.1, SO:0001217, UniParc:UPI00031AF268, UniRef:UniRef100_UPI00031AF268, UniRef:UniRef50_A0A0H5ATQ9, UniRef:UniRef90_A0A0H5ATQ9
contig_6	cds	4461	5117	-	EEMAJC_00095		Pr6Pr family membrane protein	RefSeq:WP_002272314.1, SO:0001217, UniParc:UPI0001B054CC, UniRef:UniRef100_UPI0001B054CC, UniRef:UniRef50_Q8DTF7, UniRef:UniRef90_Q8DTF7
contig_7	cds	174	872	+	EEMAJC_00100		Transcriptional regulator (GntR family)	RefSeq:WP_002262275.1, SO:0001217, UniParc:UPI00000E300C, UniRef:UniRef100_Q8DU82, UniRef:UniRef50_K8MZE8, UniRef:UniRef90_Q8DU82
contig_7	cds	876	1508	+	EEMAJC_00105		Transcriptional regulator (GntR family)	RefSeq:WP_002264260.1, SO:0001217, UniParc:UPI0001B05672, UniRef:UniRef100_A0A2J9QEA3, UniRef:UniRef50_A0A1Q8REJ3, UniRef:UniRef90_Q8DU83
contig_7	cds	1781	2989	+	EEMAJC_00110	proV	ABC-type proline/glycine betaine transport system, ATPase component	COG:COG4175, COG:E, RefSeq:WP_002264259.1, SO:0001217, UniParc:UPI000264F07B, UniRef:UniRef100_A0A2J9QE99, UniRef:UniRef50_Q9KIF7, UniRef:UniRef90_Q8DU84
contig_8	cds	132	1544	-	EEMAJC_00115	potE	Serine transporter YbeC, amino acid:H+ symporter family	COG:COG0531, COG:E, SO:0001217, UniRef:UniRef50_A0A380JZ06, UniRef:UniRef90_Q8DWM6
contig_8	cds	2035	2676	-	EEMAJC_00120	ftsH	Putative cell division protein ftsH	SO:0001217, UniRef:UniRef50_W7DE01
contig_9	cds	70	1986	+	EEMAJC_00125	zntA	Cation-transporting P-type ATPase	COG:COG2217, COG:P, SO:0001217, UniRef:UniRef50_A0A428EP27, UniRef:UniRef90_A0A1W9FQA8
contig_10	cds	443	1153	-	EEMAJC_00130		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2J9QGT8, UniRef:UniRef90_A0A2J9QGT8
contig_11	tRNA	3	76	+	EEMAJC_00135	trnN	tRNA-Asn(gtt)	SO:0000257
contig_11	cds	284	2857	-	EEMAJC_00140	yfhO	Uncharacterized membrane protein YfhO	COG:COG4485, COG:S, SO:0001217, UniRef:UniRef50_Q8DRQ9, UniRef:UniRef90_Q8DRQ9
contig_11	cds	2897	4516	-	EEMAJC_00145	uup	ATPase components of ABC transporters with duplicated ATPase domains	COG:COG0488, COG:R, SO:0001217, UniRef:UniRef50_O31716, UniRef:UniRef90_Q8DRR0
contig_11	cds	4949	5971	+	EEMAJC_00150	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0006436, SO:0001217, UniRef:UniRef50_Q99XH4, UniRef:UniRef90_Q8DRR1
contig_12	cds	14	400	-	EEMAJC_00155		Hypoxanthine-guanine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_Q97TC4
contig_12	cds	404	1675	-	EEMAJC_00160	tilS	tRNA(Ile)-lysidine synthase	COG:COG0037, COG:J, EC:6.3.4.19, GO:0005524, GO:0005737, GO:0006400, GO:0016879, KEGG:K04075, SO:0001217, UniRef:UniRef50_P0DG00, UniRef:UniRef90_Q8DWM9
contig_12	cds	1672	2130	-	EEMAJC_00165		Beta-lactamase	SO:0001217, UniRef:UniRef50_A0A380KQC7
contig_13	cds	1093	1791	-	EEMAJC_00170		putative Zn-dependent protease	COG:COG5549, COG:O, SO:0001217, UniRef:UniRef50_G5JTL8, UniRef:UniRef90_Q8DTB6
contig_13	cds	2388	2918	-	EEMAJC_00175	yehR	DUF1307 domain-containing protein	COG:COG4808, COG:S, RefSeq:WP_002267737.1, SO:0001217, UniParc:UPI0002B58E10, UniRef:UniRef100_A0A2J9QGX0, UniRef:UniRef50_Q8DTB5, UniRef:UniRef90_Q8DTB5
contig_13	cds	3010	3801	-	EEMAJC_00180	frmB	S-formylglutathione hydrolase FrmB	COG:COG0627, COG:V, RefSeq:WP_002263101.1, SO:0001217, UniParc:UPI00000E3149, UniRef:UniRef100_A0A2J9QDH1, UniRef:UniRef50_A0A5D3HGS7, UniRef:UniRef90_A0A2J9QDH1
contig_13	cds	3881	4195	+	EEMAJC_00185		Uncharacterized conserved protein, contains Zn-finger domain of CHY type	COG:COG4357, COG:S, RefSeq:WP_002266197.1, SO:0001217, UniParc:UPI0001B058D2, UniRef:UniRef100_A0A2J9QDI6, UniRef:UniRef50_A0A2I1TMU8, UniRef:UniRef90_A0A829BNY9
contig_13	cds	4289	5953	-	EEMAJC_00190	rnjA	mRNA degradation ribonuclease J1/J2	COG:COG0595, COG:J, RefSeq:WP_002266198.1, SO:0001217, UniParc:UPI000264EE47, UniRef:UniRef100_A0A2J9QDG1, UniRef:UniRef50_Q8K7S6, UniRef:UniRef90_Q8DTB3
contig_14	cds	119	466	-	EEMAJC_00195	copG	CopG family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0M4K6R0, UniRef:UniRef90_A0A0A0DE96
contig_14	cds	459	815	-	EEMAJC_00200		Mobilization protein	SO:0001217, UniRef:UniRef50_E6J410, UniRef:UniRef90_A0A0A0DJ79
contig_14	cds	1200	1469	-	EEMAJC_00205		Mobilization protein	SO:0001217, UniRef:UniRef50_S5R051, UniRef:UniRef90_UPI000B54486A
contig_14	cds	1589	1873	-	EEMAJC_00210		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A829U3B8
contig_14	cds	1967	2818	-	EEMAJC_00215		Signal peptide containing protein	SO:0001217, UniRef:UniRef50_F5WXN1, UniRef:UniRef90_UPI000B54520B
contig_15	cds	217	1311	+	EEMAJC_00220	perM	putative PurR-regulated permease PerM	COG:COG0628, COG:R, RefSeq:WP_002262578.1, SO:0001217, UniParc:UPI00000DCC77, UniRef:UniRef100_O68573, UniRef:UniRef50_D2ERE7, UniRef:UniRef90_O68573
contig_15	cds	1347	2684	+	EEMAJC_00225	tlyC	Hemolysin-related protein, contains CBS domains, UPF0053 family	COG:COG1253, COG:R, KEGG:K03699, RefSeq:WP_002265949.1, SO:0001217, UniParc:UPI0001B056D3, UniRef:UniRef100_UPI0001B056D3, UniRef:UniRef50_E6LGV2, UniRef:UniRef90_I6L8Z1
contig_15	cds	2759	3550	+	EEMAJC_00230	pflA	pyruvate formate-lyase-activating protein	COG:COG1180, COG:O, EC:1.97.1.4, GO:0005737, GO:0043365, GO:0046872, GO:0051539, KEGG:K04069, RefSeq:WP_002262580.1, SO:0001217, UniParc:UPI0000131751, UniRef:UniRef100_O68575, UniRef:UniRef50_O68575, UniRef:UniRef90_O68575
contig_15	cds	4365	5915	+	EEMAJC_00235	dltA	D-alanine--poly(phosphoribitol) ligase subunit DltA	COG:COG1020, COG:Q, EC:6.1.1.13, EC:6.2.1.54, GO:0005524, GO:0005737, GO:0019350, GO:0047473, GO:0070395, RefSeq:WP_002266845.1, SO:0001217, UniParc:UPI0001B056D4, UniRef:UniRef100_UPI0001B056D4, UniRef:UniRef50_Q53526, UniRef:UniRef90_Q53526
contig_15	cds	5912	7174	+	EEMAJC_00240	dltB	D-alanyl-lipoteichoic acid biosynthesis protein DltB	COG:COG1696, COG:M, GO:0016746, GO:0070395, KEGG:K03739, RefSeq:WP_002266844.1, SO:0001217, UniParc:UPI00000B3371, UniRef:UniRef100_O70067, UniRef:UniRef50_Q5M4V4, UniRef:UniRef90_O70067
contig_15	cds	7189	7428	+	EEMAJC_00245	dltC	D-alanine--poly(phosphoribitol) ligase subunit DltC	COG:COG0236, COG:I, EC:6.1.1.13, GO:0005737, GO:0019350, GO:0036370, GO:0070395, GO:0071555, RefSeq:WP_002262584.1, SO:0001217, UniParc:UPI00001294A5, UniRef:UniRef100_O70055, UniRef:UniRef50_O70055, UniRef:UniRef90_O70055
contig_16	cds	45	872	+	EEMAJC_00250		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2Z5U390
contig_16	cds	865	1941	+	EEMAJC_00255	nupP	ABC-type guanosine uptake system NupNOPQ, permease component NupP	COG:COG4603, COG:F, RefSeq:WP_002264516.1, SO:0001217, UniParc:UPI0001B05630, UniRef:UniRef100_A0A2J9QE47, UniRef:UniRef50_Q8E5N7, UniRef:UniRef90_Q8DU38
contig_16	cds	1943	2899	+	EEMAJC_00260	nupQ	ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ	COG:COG1079, COG:F, RefSeq:WP_002262225.1, SO:0001217, UniParc:UPI00000E3037, UniRef:UniRef100_A0A2J9QEY4, UniRef:UniRef50_O05255, UniRef:UniRef90_J3A1I6
contig_17	cds	20	889	+	EEMAJC_00265	ceuA	ABC-type enterochelin transport system, periplasmic component	COG:COG4607, COG:P, SO:0001217, UniRef:UniRef50_A0A372KP17, UniRef:UniRef90_A0A829BPL3
contig_17	cds	961	1242	+	EEMAJC_00270		DUF3955 domain-containing protein	RefSeq:WP_002262863.1, SO:0001217, UniParc:UPI00000E2FD6, UniRef:UniRef100_A0A2J9QEG8, UniRef:UniRef50_A0A2J9QEG8, UniRef:UniRef90_A0A2J9QEG8
contig_17	cds	1244	1342	+	EEMAJC_00275		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A829BN11, UniRef:UniRef90_A0A829BN11
contig_17	cds	1409	2251	+	EEMAJC_00280	dprA	DNA-processing protein DprA	COG:COG0758, COG:L, GO:0009294, RefSeq:WP_002262865.1, SO:0001217, UniParc:UPI00000E2FD8, UniRef:UniRef100_A0A2J9QEE9, UniRef:UniRef50_Q8DPI7, UniRef:UniRef90_A0A2J9QEE9
contig_17	cds	2346	4463	+	EEMAJC_00285	topA	type I DNA topoisomerase	COG:COG0551, COG:L, EC:5.6.2.1, GO:0003677, GO:0003917, GO:0005737, GO:0006260, GO:0006265, KEGG:K03168, RefSeq:WP_002272153.1, SO:0001217, UniParc:UPI000264F0CE, UniRef:UniRef100_UPI000264F0CE, UniRef:UniRef50_Q9CG80, UniRef:UniRef90_Q8DUD3
contig_18	cds	77	280	-	EEMAJC_00290		hypothetical protein	RefSeq:WP_002262904.1, SO:0001217, UniParc:UPI0002B585A6, UniRef:UniRef100_Q8DVY8, UniRef:UniRef50_Q8DVY8, UniRef:UniRef90_Q8DVY8
contig_18	cds	488	853	-	EEMAJC_00295	srlB	Phosphotransferase system sorbitol-specific IIA component	COG:COG3731, COG:G, EC:2.7.1.198, KEGG:K02781, RefSeq:WP_002262905.1, SO:0001217, UniParc:UPI00000DC6D2, UniRef:UniRef100_Q9X676, UniRef:UniRef50_F0FH61, UniRef:UniRef90_Q9X676
contig_18	cds	895	1905	-	EEMAJC_00300	srlE	Phosphotransferase system sorbitol-specific IIB component	COG:COG3732, COG:G, SO:0001217, UniRef:UniRef50_P56580, UniRef:UniRef90_G5JV33
contig_18	cds	1996	2538	-	EEMAJC_00305	srlA	Phosphotransferase system sorbitol-specific IIC component	COG:COG3730, COG:G, SO:0001217, UniRef:UniRef50_A0A0G9FJD3, UniRef:UniRef90_G5JV34
contig_18	cds	2618	3106	-	EEMAJC_00310	gutM	DNA-binding transcriptional regulator of glucitol operon	COG:COG4578, COG:K, KEGG:K02466, RefSeq:WP_002262908.1, SO:0001217, UniParc:UPI00000DCE77, UniRef:UniRef100_Q9X673, UniRef:UniRef50_F2BP81, UniRef:UniRef90_Q9X673
contig_18	cds	3106	4680	-	EEMAJC_00315	bglG	Transcriptional antiterminator	COG:COG3711, COG:K, SO:0001217, UniRef:UniRef50_G5JNP2, UniRef:UniRef90_Q9X672
contig_19	cds	84	491	+	EEMAJC_00320		hypothetical protein	PFAM:PF04397.19
contig_19	cds	667	1134	+	EEMAJC_00325	yohJ	Putative effector of murein hydrolase LrgA, UPF0299 family	COG:COG1380, COG:R, RefSeq:WP_002262111.1, SO:0001217, UniParc:UPI00000E2E8B, UniRef:UniRef100_Q8DVB8, UniRef:UniRef50_A0A829BNS2, UniRef:UniRef90_A0A829BNS2
contig_19	cds	1136	1867	+	EEMAJC_00330	lrgB	antiholin-like protein LrgB	COG:COG1346, COG:M, RefSeq:WP_002264707.1, SO:0001217, UniParc:UPI000268A686, UniRef:UniRef100_A0A2J9QFI8, UniRef:UniRef50_P94516, UniRef:UniRef90_J3A2P1
contig_19	cds	2193	2552	-	EEMAJC_00335		hypothetical protein	
contig_20	cds	145	942	+	EEMAJC_00340		Uncharacterized membrane protein	COG:COG4905, COG:S, RefSeq:WP_195426355.1, SO:0001217, UniParc:UPI001899BA75, UniRef:UniRef100_UPI001899BA75, UniRef:UniRef50_J3FAD0, UniRef:UniRef90_Q8DV40
contig_20	cds	1107	1370	+	EEMAJC_00345	ptsH	phosphocarrier protein HPr	COG:COG1925, COG:TG, GO:0005737, GO:0009401, RefSeq:WP_002262984.1, SO:0001217, UniParc:UPI0000163B03, UniRef:UniRef100_P45596, UniRef:UniRef50_Q9F166, UniRef:UniRef90_P45596
contig_21	cds	99	512	+	EEMAJC_00350		hypothetical protein	PFAM:PF13184.10
contig_21	cds	530	826	+	EEMAJC_00355	ylxR	DUF448 domain-containing protein	COG:COG2740, COG:R, RefSeq:WP_002263922.1, SO:0001217, UniParc:UPI00000E2E07, UniRef:UniRef100_A0A2J9QGK8, UniRef:UniRef50_R2QZ86, UniRef:UniRef90_J3AM42
contig_21	cds	819	1121	+	EEMAJC_00360	rpl7Ae	YlxQ-related RNA-binding protein	COG:COG1358, COG:J, RefSeq:WP_002262601.1, SO:0001217, UniParc:UPI00000E2E08, UniRef:UniRef100_Q8DVQ0, UniRef:UniRef50_D0RTC3, UniRef:UniRef90_A0A2J9QGM4
contig_22	cds	1099	2079	+	EEMAJC_00365	argF	ornithine carbamoyltransferase	COG:COG0078, COG:E, EC:2.1.3.3, GO:0004585, GO:0005737, GO:0006526, GO:0016597, GO:0042450, RefSeq:WP_002307724.1, SO:0001217, UniParc:UPI0002B5C0E6, UniRef:UniRef100_UPI0002B5C0E6, UniRef:UniRef50_Q839Q5, UniRef:UniRef90_Q8DVC9
contig_22	cds	2156	2386	+	EEMAJC_00370	ykuJ	DUF1797 domain-containing protein	COG:COG4703, COG:S, RefSeq:WP_002263567.1, SO:0001217, UniParc:UPI00000E2E81, UniRef:UniRef100_A0A2J9QFI2, UniRef:UniRef50_E8K158, UniRef:UniRef90_J3FAI8
contig_22	cds	2600	3286	+	EEMAJC_00375	hisM	ABC-type amino acid transport system, permease component	COG:COG0765, COG:E, RefSeq:WP_002263566.1, SO:0001217, UniParc:UPI00000E2E83, UniRef:UniRef100_A0A2J9QG96, UniRef:UniRef50_A0A0B7LKS9, UniRef:UniRef90_G5JVY5
contig_23	cds	663	1313	+	EEMAJC_00380	acrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	COG:COG1309, COG:K, RefSeq:WP_002263501.1, SO:0001217, UniParc:UPI0002B57C8A, UniRef:UniRef100_Q8DSI0, UniRef:UniRef50_Q8DSI0, UniRef:UniRef90_Q8DSI0
contig_23	cds	1291	2460	+	EEMAJC_00385	yjiC	UDP:flavonoid glycosyltransferase YjiC, YdhE family	COG:COG1819, COG:G, SO:0001217, UniRef:UniRef50_A0A380KXY3, UniRef:UniRef90_Q8DSH9
contig_23	cds	2491	3399	-	EEMAJC_00390	rhaT	Permease of the drug/metabolite transporter (DMT) superfamily	COG:COG0697, COG:GER, SO:0001217, UniRef:UniRef50_G7SF42, UniRef:UniRef90_Q8DSH8
contig_23	cds	3494	4861	-	EEMAJC_00395		Type I restriction-modification system, specificity subunit S	SO:0001217, UniRef:UniRef50_V6DI75
contig_23	cds	4939	5349	-	EEMAJC_00400		Type I restriction-modification system, DNA-methyltransferase subunit M	SO:0001217, UniRef:UniRef50_A0A139NVH1
contig_24	cds	162	1100	-	EEMAJC_00405	bcsA	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	COG:COG1215, COG:N, EC:2.4.1.-, KEGG:K23684, RefSeq:WP_002261984.1, SO:0001217, UniParc:UPI00000DCB0A, UniRef:UniRef100_Q8KZ89, UniRef:UniRef50_A0A5K1JA64, UniRef:UniRef90_Q8KZ89
contig_24	cds	1232	2158	-	EEMAJC_00410	wcaA	Glycosyltransferase involved in cell wall bisynthesis	COG:COG0463, COG:M, EC:2.4.1.-, KEGG:K12999, RefSeq:WP_002261983.1, SO:0001217, UniParc:UPI00000E2F52, UniRef:UniRef100_I6L8M3, UniRef:UniRef50_A0A3S4I5T5, UniRef:UniRef90_Q8KZ90
contig_24	cds	2175	3464	-	EEMAJC_00415		Serotype determinant, transmembrane protein	SO:0001217, UniRef:UniRef50_A0A1L7LKD0, UniRef:UniRef90_A0A1L7LKD0
contig_24	cds	3528	5582	-	EEMAJC_00420	mdoB	Phosphoglycerol transferase MdoB/OpgB, AlkP superfamily	COG:COG1368, COG:M, SO:0001217, UniRef:UniRef50_A2V8B4, UniRef:UniRef90_Q8DUS0
contig_25	cds	9	779	+	EEMAJC_00425	rpsB	30S ribosomal protein S2	COG:COG0052, COG:J, GO:0000314, GO:0003735, GO:0006412, GO:0022627, KEGG:K02967, SO:0001217, UniRef:UniRef50_P81289, UniRef:UniRef90_G5JW80
contig_25	cds	846	1892	+	EEMAJC_00430	tsf	translation elongation factor Ts	COG:COG0264, COG:J, GO:0003746, GO:0005737, GO:0006414, RefSeq:WP_002275712.1, SO:0001217, UniParc:UPI0002B5C362, UniRef:UniRef100_A0A2J9QGG9, UniRef:UniRef50_Q9CDR5, UniRef:UniRef90_Q8DS12
contig_25	cds	2173	2637	+	EEMAJC_00435	ctsR	Transcriptional regulator CtsR	COG:COG4463, COG:K, KEGG:K03708, RefSeq:WP_002262345.1, SO:0001217, UniParc:UPI00000E330B, UniRef:UniRef100_Q8DS13, UniRef:UniRef50_Q8DS13, UniRef:UniRef90_Q8DS13
contig_26	cds	933	1358	-	EEMAJC_00440	rimI	Ribosomal protein S18 acetylase RimI and related acetyltransferases	COG:COG0456, COG:J, RefSeq:WP_002269353.1, SO:0001217, UniParc:UPI0002B5BAAD, UniRef:UniRef100_UPI0002B5BAAD, UniRef:UniRef50_Q8DTS4, UniRef:UniRef90_Q8DTS4
contig_27	cds	136	591	-	EEMAJC_00445		(pseudo) restriction endonuclease subunit M	SO:0001217, UniRef:UniRef50_G5JXC3, UniRef:UniRef90_UPI0002B5042B
contig_27	cds	1190	1966	-	EEMAJC_00450		Transport protein	SO:0001217, UniRef:UniRef50_T0TBT5
contig_28	cds	757	1065	-	EEMAJC_00455	rpsJ	30S ribosomal protein S10	COG:COG0051, COG:J, GO:0000049, GO:0003723, GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_002262341.1, SO:0001217, UniParc:UPI0000134BCA, UniRef:UniRef100_P48853, UniRef:UniRef50_P48853, UniRef:UniRef90_P48853
contig_29	cds	84	1214	+	EEMAJC_00460	abgB	N-acetyldiaminopimelate deacetylase	COG:COG1473, COG:R, EC:3.5.1.47, GO:0009089, GO:0019877, GO:0050118, RefSeq:WP_002278443.1, SO:0001217, UniParc:UPI000264F12D, UniRef:UniRef100_UPI000264F12D, UniRef:UniRef50_Q9CIS4, UniRef:UniRef90_Q8DVY6
contig_29	cds	1367	1654	-	EEMAJC_00465		Bacteriocin class II with double-glycine leader peptide	SO:0001217, UniRef:UniRef50_G5JMR2, UniRef:UniRef90_A0A1L7LLQ5
contig_29	cds	2254	2790	+	EEMAJC_00470	fAU1	5-formyltetrahydrofolate cyclo-ligase	COG:COG0212, COG:H, EC:6.3.3.2, GO:0006730, GO:0030272, KEGG:K01934, RefSeq:WP_002277594.1, SO:0001217, UniParc:UPI000264F12B, UniRef:UniRef100_A0A2J9QGZ0, UniRef:UniRef50_A0A4V6LN14, UniRef:UniRef90_Q8DVY5
contig_29	cds	2777	3448	+	EEMAJC_00475	glpG	Membrane-associated serine protease, rhomboid family	COG:COG0705, COG:O, RefSeq:WP_002265013.1, SO:0001217, UniParc:UPI0001B05715, UniRef:UniRef100_A0A829BQ86, UniRef:UniRef50_A0A076Z552, UniRef:UniRef90_Q8DVY4
contig_29	cds	3470	4390	-	EEMAJC_00480	galU	UTP--glucose-1-phosphate uridylyltransferase GalU	COG:COG1210, COG:M, EC:2.7.7.9, GO:0003983, GO:0009225, RefSeq:WP_002262524.1, SO:0001217, UniParc:UPI00000DCE8C, UniRef:UniRef100_O66123, UniRef:UniRef50_Q5XE04, UniRef:UniRef90_O66123
contig_30	cds	184	534	-	EEMAJC_00485	rbfA	30S ribosome-binding factor RbfA	COG:COG0858, COG:J, GO:0005737, GO:0006396, GO:0019843, GO:0030490, RefSeq:WP_002262599.1, SO:0001217, UniParc:UPI00000E2E0A, UniRef:UniRef100_Q8DVP8, UniRef:UniRef50_Q1J5B5, UniRef:UniRef90_Q8DVP8
contig_30	cds	768	1343	-	EEMAJC_00490		Translation initiation factor 2	SO:0001217, UniRef:UniRef50_A0A150NG30
contig_32	cds	303	920	+	EEMAJC_00495	gph	Phosphoglycolate phosphatase, HAD superfamily	COG:C, COG:COG0546, SO:0001217, UniRef:UniRef50_A0A380K8Q9, UniRef:UniRef90_A0A2J9QFB9
contig_32	cds	970	1677	+	EEMAJC_00500	trmR	tRNA 5-hydroxyU34 O-methylase TrmR/YrrM	COG:COG4122, COG:J, RefSeq:WP_002270611.1, SO:0001217, UniParc:UPI0002B4EB7D, UniRef:UniRef100_UPI0002B4EB7D, UniRef:UniRef50_H5T0U0, UniRef:UniRef90_Q8DV59
contig_32	cds	1739	2740	+	EEMAJC_00505	prsA	peptidylprolyl isomerase PrsA	EC:5.2.1.8, GO:0003755, GO:0005886, GO:0006457, RefSeq:WP_002261893.1, SO:0001217, UniParc:UPI00000E4ADE, UniRef:UniRef100_Q8CVC6, UniRef:UniRef50_C0M9L5, UniRef:UniRef90_Q8CVC6
contig_32	cds	2979	3479	+	EEMAJC_00510	yxjI	Putative phospholipid scramblase YxjI, Tubby2 superfamily	COG:COG4894, COG:I, SO:0001217, UniRef:UniRef50_Q8DV58, UniRef:UniRef90_Q8DV58
