# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_12	cds	528	1397	+	EOLKCF_00145	rfbA	glucose-1-phosphate thymidylyltransferase RfbA	COG:COG1209, COG:M, EC:2.7.7.24, GO:0008879, GO:0009243, GO:0019305, GO:0045227, GO:0046872, RefSeq:WP_002263084.1, SO:0001217, UniParc:UPI00001342FB, UniRef:UniRef100_P95778, UniRef:UniRef50_P95778, UniRef:UniRef90_P95778
contig_12	cds	1399	1995	+	EOLKCF_00150	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme	COG:COG1898, COG:M, RefSeq:WP_002267185.1, SO:0001217, UniParc:UPI0002B5A2FC, UniRef:UniRef100_UPI0002B5A2FC, UniRef:UniRef50_Q5XCG7, UniRef:UniRef90_A0A1W5ZFN3
contig_12	cds	2058	2231	+	EOLKCF_00155		hypothetical protein	SO:0001217, UniRef:UniRef50_Q8DTA2, UniRef:UniRef90_Q8DTA2
contig_13	cds	460	996	-	EOLKCF_00160	citX	Phosphoribosyl-dephospho-CoA transferase (holo-ACP synthetase)	COG:COG3697, COG:HI, SO:0001217, UniRef:UniRef50_A0A0E2UED4, UniRef:UniRef90_A0A2J9QGV0
contig_13	cds	989	2524	-	EOLKCF_00165	citF	citrate lyase subunit alpha	COG:C, COG:COG3051, EC:2.8.3.10, EC:4.1.3.6, GO:0006113, GO:0008814, GO:0008815, GO:0009346, KEGG:K01643, RefSeq:WP_002278019.1, SO:0001217, UniParc:UPI0002B56D91, UniRef:UniRef100_UPI0002B56D91, UniRef:UniRef50_A0A090ZP31, UniRef:UniRef90_Q8DUC1
contig_13	cds	2511	3413	-	EOLKCF_00170	citE	citrate (pro-3S)-lyase subunit beta	COG:COG2301, COG:G, EC:4.1.3.34, EC:4.1.3.6, GO:0006113, GO:0008815, GO:0009346, SO:0001217, UniRef:UniRef50_P44460, UniRef:UniRef90_A0A2J9QED2
contig_13	cds	3401	3709	-	EOLKCF_00175	citD	citrate lyase acyl carrier protein	COG:C, COG:COG3052, EC:4.1.3.6, GO:0005737, GO:0006113, GO:0008815, GO:0009346, RefSeq:WP_002263227.1, SO:0001217, UniParc:UPI00000E2FE3, UniRef:UniRef100_Q8DUC3, UniRef:UniRef50_Q8DUC3, UniRef:UniRef90_Q8DUC3
contig_13	cds	3795	4019	-	EOLKCF_00180		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A829BJW6, UniRef:UniRef90_A0A829BJW6
contig_13	cds	3958	5079	-	EOLKCF_00185	oadB	Na+-transporting oxaloacetate/methylmalonyl-CoA decarboxylase, beta subunit	COG:C, COG:COG1883, RefSeq:WP_002267374.1, SO:0001217, UniParc:UPI000264F0C8, UniRef:UniRef100_A0A2J9QEC5, UniRef:UniRef50_A0A2X3S5B0, UniRef:UniRef90_A0A2X3S5B0
contig_13	cds	5102	5494	-	EOLKCF_00190	bcc	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	COG:COG0511, COG:I, GO:0006633, RefSeq:WP_002265080.1, SO:0001217, UniParc:UPI000264F0C9, UniRef:UniRef100_A0A2J9QED0, UniRef:UniRef50_P29337, UniRef:UniRef90_P29337
contig_13	cds	5513	5842	-	EOLKCF_00195		HEAT repeat domain-containing protein	RefSeq:WP_002263231.1, SO:0001217, UniParc:UPI0001B056A7, UniRef:UniRef100_Q8DUC6, UniRef:UniRef50_R2QU49, UniRef:UniRef90_Q8DUC6
contig_14	cds	2552	3139	-	EOLKCF_00200	flgJ	Flagellum-specific peptidoglycan hydrolase FlgJ	COG:COG1705, COG:MN, RefSeq:WP_019318652.1, SO:0001217, UniParc:UPI00030A73DC, UniRef:UniRef100_A0A2J9QBX6, UniRef:UniRef50_A0A2X3VCT3, UniRef:UniRef90_Q9ZAT5
contig_14	cds	3143	3892	-	EOLKCF_00205	ldcB	LD-carboxypeptidase LdcB, LAS superfamily	COG:COG1876, COG:M, RefSeq:WP_002263411.1, SO:0001217, UniParc:UPI00000E2CF5, UniRef:UniRef100_A0A0A8K896, UniRef:UniRef50_E8KXM4, UniRef:UniRef90_A0A0A8K896
contig_14	cds	3876	4586	-	EOLKCF_00210	phoE	Broad specificity phosphatase PhoE	COG:COG0406, COG:G, RefSeq:WP_002263410.1, SO:0001217, UniParc:UPI00000E2CF4, UniRef:UniRef100_A0A0A8K891, UniRef:UniRef50_D3HB60, UniRef:UniRef90_A0A0A8K891
contig_14	cds	4659	5996	-	EOLKCF_00215		UPF0210 protein SMU_73	COG:COG2848, COG:D, RefSeq:WP_002263409.1, SO:0001217, UniParc:UPI00000E2CF3, UniRef:UniRef100_Q8DWH7, UniRef:UniRef50_Q97ST4, UniRef:UniRef90_Q8DWH7
contig_14	cds	6016	6282	-	EOLKCF_00220	aCT	ACT domain-containing protein	COG:COG3830, COG:T, RefSeq:WP_002264687.1, SO:0001217, UniParc:UPI0001B054A7, UniRef:UniRef100_A0A2J9QBX3, UniRef:UniRef50_Q8DWH8, UniRef:UniRef90_Q8DWH8
contig_14	cds	6640	7941	-	EOLKCF_00225	norM	Na+-driven multidrug efflux pump, DinF/NorM/MATE family	COG:COG0534, COG:V, SO:0001217, UniRef:UniRef50_Q8E7T9, UniRef:UniRef90_Q8CWZ7
contig_15	cds	31	591	+	EOLKCF_00230		phosphoribosylformylglycinamidine cyclo-ligase	SO:0001217, UniRef:UniRef50_A0A4J1VWT8, UniRef:UniRef90_A0A930S2T5
contig_15	cds	591	1136	+	EOLKCF_00235	purN	phosphoribosylglycinamide formyltransferase	COG:COG0299, COG:F, EC:2.1.2.2, GO:0004644, GO:0009152, SO:0001217, UniRef:UniRef50_A0A429ZSK1, UniRef:UniRef90_UPI0002B5698B
contig_15	cds	1182	2081	+	EOLKCF_00240		Exonuclease	RefSeq:WP_002264110.1, SO:0001217, UniParc:UPI0002B5CEA0, UniRef:UniRef100_A0A380L287, UniRef:UniRef50_A0A380L287, UniRef:UniRef90_A0A380L287
contig_15	cds	2417	3967	+	EOLKCF_00245	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	COG:COG0138, COG:F, EC:2.1.2.3, EC:3.5.4.10, GO:0003824, GO:0003937, GO:0004643, GO:0006164, GO:0006189, KEGG:K00602, SO:0001217, UniRef:UniRef50_Q8DWK8, UniRef:UniRef90_UPI0002B50AB3
contig_15	cds	4150	4692	-	EOLKCF_00250	acrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	COG:COG1309, COG:K, RefSeq:WP_002271157.1, SO:0001217, UniParc:UPI0002B5F78A, UniRef:UniRef100_A0A2J9QBV2, UniRef:UniRef50_V8B8G2, UniRef:UniRef90_V8B8G2
contig_15	cds	4860	5369	+	EOLKCF_00255		HXXEE domain-containing protein	RefSeq:WP_002273743.1, SO:0001217, UniParc:UPI0002B5CA65, UniRef:UniRef100_UPI0002B5CA65, UniRef:UniRef50_Q8DWK6, UniRef:UniRef90_Q8DWK6
contig_16	cds	315	1181	-	EOLKCF_00260	thrB	homoserine kinase	COG:COG0083, COG:E, EC:2.7.1.39, GO:0004413, GO:0005524, GO:0005737, GO:0009088, GO:0016310, KEGG:K00872, RefSeq:WP_002262830.1, SO:0001217, UniParc:UPI00000E2FBA, UniRef:UniRef100_Q8DUG4, UniRef:UniRef50_Q8Y4A6, UniRef:UniRef90_Q8DUG4
contig_16	cds	1183	2469	-	EOLKCF_00265	thrA	Homoserine dehydrogenase	COG:COG0460, COG:E, RefSeq:WP_002262829.1, SO:0001217, UniParc:UPI00000E2FB9, UniRef:UniRef100_Q8DUG5, UniRef:UniRef50_P52985, UniRef:UniRef90_Q8DUG5
contig_17	cds	332	1240	+	EOLKCF_00270	ccmA	ABC-type multidrug transport system, ATPase component	COG:COG1131, COG:V, RefSeq:WP_002265017.1, SO:0001217, UniParc:UPI000268AA39, UniRef:UniRef100_UPI000268AA39, UniRef:UniRef50_R2TBC3, UniRef:UniRef90_Q8DUA8
contig_18	cds	368	1510	-	EOLKCF_00275	hemW	radical SAM family heme chaperone HemW	COG:COG0635, COG:H, GO:0006779, GO:0051989, SO:0001217, UniRef:UniRef50_Q9CGF7, UniRef:UniRef90_Q8DTD3
contig_19	cds	125	931	+	EOLKCF_00280	ceuD	ABC-type enterochelin transport system, ATPase component	COG:COG4604, COG:P, RefSeq:WP_002300226.1, SO:0001217, UniParc:UPI0002B524F7, UniRef:UniRef100_UPI0002B524F7, UniRef:UniRef50_J1JU95, UniRef:UniRef90_Q8DUD8
contig_19	cds	979	1995	+	EOLKCF_00285	ceuA	ABC-type enterochelin transport system, periplasmic component	COG:COG4607, COG:P, SO:0001217, UniRef:UniRef50_A0A372KP17, UniRef:UniRef90_A0A829BPL3
contig_19	cds	2067	2348	+	EOLKCF_00290		DUF3955 domain-containing protein	RefSeq:WP_002262863.1, SO:0001217, UniParc:UPI00000E2FD6, UniRef:UniRef100_A0A2J9QEG8, UniRef:UniRef50_A0A2J9QEG8, UniRef:UniRef90_A0A2J9QEG8
contig_19	cds	2350	2448	+	EOLKCF_00295		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A829BN11, UniRef:UniRef90_A0A829BN11
contig_19	cds	2515	3357	+	EOLKCF_00300	dprA	DNA-processing protein DprA	COG:COG0758, COG:L, GO:0009294, RefSeq:WP_002262865.1, SO:0001217, UniParc:UPI00000E2FD8, UniRef:UniRef100_A0A2J9QEE9, UniRef:UniRef50_Q8DPI7, UniRef:UniRef90_A0A2J9QEE9
contig_20	cds	330	1136	+	EOLKCF_00305		Lysyl aminopeptidase	SO:0001217, UniRef:UniRef50_A0A139MP05
contig_20	cds	1538	1801	+	EOLKCF_00310		Lipoprotein	RefSeq:WP_002262213.1, SO:0001217, UniParc:UPI00000E3043, UniRef:UniRef100_Q8DU27, UniRef:UniRef50_Q8DU27, UniRef:UniRef90_Q8DU27
contig_20	cds	1852	2526	+	EOLKCF_00315	ompR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	COG:COG0745, COG:TK, RefSeq:WP_002264509.1, SO:0001217, UniParc:UPI000264EFE7, UniRef:UniRef100_A0A2J9QE36, UniRef:UniRef50_P0A4H7, UniRef:UniRef90_Q8DU28
contig_22	cds	53	643	+	EOLKCF_00320		DNA topoisomerase (ATP-hydrolyzing)	SO:0001217, UniRef:UniRef50_A0A0G1TDV7, UniRef:UniRef90_Q1JHQ9
contig_23	cds	163	1620	+	EOLKCF_00325	gltX	glutamate--tRNA ligase	COG:COG0008, COG:J, EC:6.1.1.17, GO:0000049, GO:0004818, GO:0005524, GO:0005737, GO:0006424, GO:0008270, GO:0009332, RefSeq:WP_002270347.1, SO:0001217, UniParc:UPI0002B5DDFD, UniRef:UniRef100_UPI0002B5DDFD, UniRef:UniRef50_Q9CDZ7, UniRef:UniRef90_Q8DVX9
contig_23	cds	1736	2260	+	EOLKCF_00330	niaR	Transcriptional regulator of NAD metabolism, contains HTH and 3H domains	COG:COG1827, COG:KH, RefSeq:WP_002262516.1, SO:0001217, UniParc:UPI00000E2DBA, UniRef:UniRef100_Q8DVX8, UniRef:UniRef50_B9DUS5, UniRef:UniRef90_Q8DVX8
contig_24	cds	21	308	+	EOLKCF_00335		hypothetical protein	
contig_24	cds	682	2658	+	EOLKCF_00340	tkt	transketolase	COG:COG0021, COG:G, EC:2.2.1.1, GO:0004802, GO:0005737, GO:0006098, SO:0001217, UniRef:UniRef50_Q42675, UniRef:UniRef90_Q8DW01
contig_25	cds	712	1878	-	EOLKCF_00345		2-isopropylmalate synthase	SO:0001217, UniRef:UniRef50_A0A0T8NYC6
contig_26	cds	409	1827	-	EOLKCF_00350		6-pyruvoyl-tetrahydropterin synthase-related protein	SO:0001217, UniRef:UniRef50_UPI001CFDA68A, UniRef:UniRef90_UPI001CFDA68A
contig_27	cds	416	868	+	EOLKCF_00355	yueI	DUF2278 domain-containing protein	COG:COG5506, COG:S, RefSeq:WP_002270047.1, SO:0001217, UniParc:UPI0002B5D903, UniRef:UniRef100_UPI0002B5D903, UniRef:UniRef50_A0A2X3W028, UniRef:UniRef90_Q8DTS6
contig_27	cds	945	1424	-	EOLKCF_00360		Glycerate kinase-family protein	SO:0001217, UniRef:UniRef50_A0A2P0A074
contig_28	cds	62	655	+	EOLKCF_00365		hypothetical protein	
contig_28	cds	664	1125	+	EOLKCF_00370	lspA	signal peptidase II	COG:COG0597, COG:MU, EC:3.4.23.36, GO:0004190, GO:0005886, GO:0006508, GO:0009306, RefSeq:WP_002262002.1, SO:0001217, UniParc:UPI00000E2F65, UniRef:UniRef100_Q8DUQ0, UniRef:UniRef50_Q9A0D2, UniRef:UniRef90_Q8DUQ0
contig_28	cds	1115	2005	+	EOLKCF_00375	rluA	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	COG:COG0564, COG:J, SO:0001217, UniRef:UniRef50_A0A0M4CPM5, UniRef:UniRef90_Q8DUP9
contig_29	cds	341	1363	-	EOLKCF_00380	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0006436, RefSeq:WP_002264241.1, SO:0001217, UniParc:UPI0001B054FE, UniRef:UniRef100_A0A829BSH3, UniRef:UniRef50_Q99XH4, UniRef:UniRef90_Q8DRR1
contig_31	cds	295	1371	-	EOLKCF_00385	asd	aspartate-semialdehyde dehydrogenase	COG:COG0136, COG:E, EC:1.2.1.11, GO:0004073, GO:0008652, GO:0009088, GO:0009089, GO:0009097, GO:0016620, GO:0019877, GO:0046983, GO:0050661, GO:0051287, GO:0071266, KEGG:K00133, RefSeq:WP_002264294.1, SO:0001217, UniParc:UPI0001B056F6, UniRef:UniRef100_A0A829BM86, UniRef:UniRef50_P10539, UniRef:UniRef90_P10539
contig_31	ncRNA	1462	1594	-	EOLKCF_00390	asd	(5' truncated) MarS sRNA	RFAM:RF01732, SO:0000655
contig_32	cds	442	1443	-	EOLKCF_00395	accC	Biotin carboxylase	COG:COG0439, COG:I, SO:0001217, UniRef:UniRef50_A0A0F5EXW4, UniRef:UniRef90_Q8DTL4
contig_33	cds	39	1388	-	EOLKCF_00400	gdhA	NADP-specific glutamate dehydrogenase	COG:COG0334, COG:E, EC:1.4.1.4, GO:0006520, GO:0016639, RefSeq:WP_002263849.1, SO:0001217, UniParc:UPI00000E2F8B, UniRef:UniRef100_A0A2J9QEP8, UniRef:UniRef50_A0A913XDK2, UniRef:UniRef90_A0A380KPA3
contig_34	cds	176	775	-	EOLKCF_00405	recR	recombination mediator RecR	COG:COG0353, COG:L, GO:0006281, GO:0006310, RefSeq:WP_002264648.1, SO:0001217, UniParc:UPI0001B05579, UniRef:UniRef100_A0A829BQA1, UniRef:UniRef50_Q6GJJ3, UniRef:UniRef90_A0A1L7LKQ1
contig_34	cds	786	2864	-	EOLKCF_00410	pbp2b	penicillin-binding protein PBP2B	COG:COG0768, COG:DM, GO:0008658, KEGG:K00687, SO:0001217, UniRef:UniRef50_F8LK63, UniRef:UniRef90_Q8DVA0
contig_34	cds	3110	3433	-	EOLKCF_00415		Phosphoglyceromutase	SO:0001217, UniRef:UniRef50_R0MA62
contig_35	cds	881	1123	+	EOLKCF_00420		DUF5808 domain-containing protein	RefSeq:WP_002264016.1, SO:0001217, UniParc:UPI000264F13F, UniRef:UniRef100_A0A829BTI6, UniRef:UniRef50_E6J0A8, UniRef:UniRef90_A0A829BTI6
contig_35	cds	1242	1520	+	EOLKCF_00425	arsR	DNA-binding transcriptional regulator, ArsR family	COG:COG0640, COG:K, RefSeq:WP_002262697.1, SO:0001217, UniParc:UPI00000E31E2, UniRef:UniRef100_A0A2J9QD07, UniRef:UniRef50_K8MQI4, UniRef:UniRef90_A0A2J9QD07
contig_35	cds	1510	2148	+	EOLKCF_00430	sdpI	DUF1648 domain-containing protein	COG:COG5658, COG:V, RefSeq:WP_002301115.1, SO:0001217, UniParc:UPI0002B5D036, UniRef:UniRef100_UPI0002B5D036, UniRef:UniRef50_Q8DSW2, UniRef:UniRef90_Q8DSW2
contig_35	cds	2273	3154	-	EOLKCF_00435	tehB	SAM-dependent methyltransferase TehB	COG:COG3615, COG:P, EC:2.1.1.-, GO:0008757, GO:0046690, RefSeq:WP_002291374.1, SO:0001217, UniParc:UPI0002B591D1, UniRef:UniRef100_UPI0002B591D1, UniRef:UniRef50_E1X791, UniRef:UniRef90_A0A2J9QD00
contig_36	cds	59	1162	+	EOLKCF_00440		condensation domain-containing protein	SO:0001217, UniRef:UniRef50_UPI00214D2FD0, UniRef:UniRef90_UPI00214D2FD0
contig_37	cds	296	1285	-	EOLKCF_00445	lacD	tagatose-bisphosphate aldolase	COG:COG3684, COG:GP, EC:4.1.2.40, GO:0009024, GO:0009025, GO:0019512, GO:2001059, RefSeq:WP_002265173.1, SO:0001217, UniParc:UPI000264ED33, UniRef:UniRef100_UPI000264ED33, UniRef:UniRef50_P63703, UniRef:UniRef90_Q8DWE5
contig_37	cds	1303	1755	-	EOLKCF_00450	ptsN	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	COG:COG1762, COG:GT, RefSeq:WP_002263697.1, SO:0001217, UniParc:UPI00000E2D12, UniRef:UniRef100_Q8DWE6, UniRef:UniRef50_Q8DWE6, UniRef:UniRef90_Q8DWE6
contig_37	cds	1770	2615	-	EOLKCF_00455		PTS fructose transporter subunit IIC	SO:0001217, UniRef:UniRef50_V7ZMK6
contig_38	ncRNA-region	846	977	+			Ribosomal protein L10 leader	RFAM:RF00557, SO:0000140
contig_39	cds	9	278	+	EOLKCF_00460		ABC superfamily ATP binding cassette transporter sugar binding protein	SO:0001217, UniRef:UniRef50_A0A0R1YE03
contig_40	cds	60	2342	+	EOLKCF_00465	sunT	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	COG:COG2274, COG:V, RefSeq:WP_002266017.1, SO:0001217, UniParc:UPI0002B51890, UniRef:UniRef100_A0A829BTZ4, UniRef:UniRef50_Q8DW05, UniRef:UniRef90_Q8DW05
contig_40	cds	2356	3258	+	EOLKCF_00470	comA	ComB, accessory factor for ComA	RefSeq:WP_002263524.1, SO:0001217, UniParc:UPI00000E2DA0, UniRef:UniRef100_Q8DW04, UniRef:UniRef50_Q8DW04, UniRef:UniRef90_Q8DW04
contig_41	cds	635	1369	-	EOLKCF_00475	hIS2	Histidinol phosphatase or related hydrolase of the PHP family	COG:COG1387, COG:ER, EC:3.1.3.15, KEGG:K04486, SO:0001217, UniRef:UniRef50_A3CNS7, UniRef:UniRef90_A0A3R9KQ82
contig_41	cds	1590	2735	+	EOLKCF_00480	metE	Methionine synthase II (cobalamin-independent)	COG:COG0620, COG:E, RefSeq:WP_002263061.1, SO:0001217, UniParc:UPI00000E316C, UniRef:UniRef100_A0A2J9QE82, UniRef:UniRef50_F3UYD2, UniRef:UniRef90_T1ZD93
contig_41	cds	2930	3199	-	EOLKCF_00485		DUF3884 domain-containing protein	RefSeq:WP_002263060.1, SO:0001217, UniParc:UPI00000E316D, UniRef:UniRef100_A0A2J9QE79, UniRef:UniRef50_A0A1L7LI51, UniRef:UniRef90_A0A1L7LI51
contig_41	cds	3219	4115	-	EOLKCF_00490	galM	Galactose mutarotase or related enzyme	COG:COG2017, COG:G, RefSeq:WP_002263059.1, SO:0001217, UniParc:UPI00000E316E, UniRef:UniRef100_Q8DT77, UniRef:UniRef50_P23496, UniRef:UniRef90_Q8DT77
contig_41	cds	4362	4694	-	EOLKCF_00495		6-phospho-beta-galactosidase	SO:0001217, UniRef:UniRef50_A0A1C3SLB6
contig_42	cds	863	1702	-	EOLKCF_00500	znuB	ABC-type Mn2+/Zn2+ transport system, permease component	COG:COG1108, COG:P, RefSeq:WP_002266675.1, SO:0001217, UniParc:UPI00000B4D2B, UniRef:UniRef100_Q9KIJ4, UniRef:UniRef50_P42361, UniRef:UniRef90_Q9KIJ4
contig_42	cds	1699	2274	-	EOLKCF_00505		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_T0S607
contig_43	cds	58	186	+	EOLKCF_00510		hypothetical protein	
contig_43	cds	173	1447	+	EOLKCF_00515	mutC	MutC	KEGG:K20484, RefSeq:WP_002270853.1, SO:0001217, UniParc:UPI0002B547A7, UniRef:UniRef100_UPI0002B547A7, UniRef:UniRef50_Q9RPL7, UniRef:UniRef90_Q9RPL7
